,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value,X1,X2,X3,X4
458,Arunachal Pradesh,anjaw,2011,kharif,Rice,3489.0,2988.0,0.856405847,3631.0,2355.33,,
459,Arunachal Pradesh,anjaw,2012,kharif,Rice,3561.0,2996.0,0.841336703,2988.0,3631.0,,
460,Arunachal Pradesh,anjaw,2013,kharif,Rice,3561.0,2624.0,0.736871665,2996.0,2988.0,,
461,Arunachal Pradesh,anjaw,2014,kharif,Rice,3561.0,2394.0,0.6722830670000001,2624.0,2996.0,,
462,Arunachal Pradesh,changlang,1997,kharif,Rice,11500.0,13800.0,1.2,,,1601.495,1698.5739999999998
463,Arunachal Pradesh,changlang,1998,kharif,Rice,11550.0,14316.0,1.239480519,13800.0,,2031.52,1601.495
464,Arunachal Pradesh,changlang,1999,kharif,Rice,11600.0,13733.0,1.18387931,14316.0,13800.0,1869.142,2031.52
465,Arunachal Pradesh,changlang,2000,kharif,Rice,11925.0,16387.0,1.374171908,13733.0,14316.0,1798.933,1869.142
466,Arunachal Pradesh,changlang,2001,kharif,Rice,11857.0,16250.0,1.37049844,16387.0,13733.0,1806.0870000000002,1798.933
467,Arunachal Pradesh,changlang,2002,kharif,Rice,11860.0,16780.0,1.414839798,16250.0,16387.0,1819.156,1806.0870000000002
468,Arunachal Pradesh,changlang,2003,kharif,Rice,11867.0,18508.0,1.5596191119999998,16780.0,16250.0,,
469,Arunachal Pradesh,changlang,2004,kharif,Rice,11885.0,18630.0,1.567522087,18508.0,16780.0,,
470,Arunachal Pradesh,changlang,2005,kharif,Rice,11905.0,18667.0,1.56799664,18630.0,18508.0,2280.3,2885.6
471,Arunachal Pradesh,changlang,2006,kharif,Rice,6191.0,10606.0,1.713131966,18667.0,18630.0,1660.7,2280.3
472,Arunachal Pradesh,changlang,2007,kharif,Rice,15622.0,27398.0,1.753808731,10606.0,18667.0,1920.8,1660.7
473,Arunachal Pradesh,changlang,2008,kharif,Rice,16763.0,35010.0,2.0885283059999997,27398.0,10606.0,,1920.8
474,Arunachal Pradesh,changlang,2009,kharif,Rice,8519.0,15639.33,1.8358175840000002,35010.0,27398.0,1306.8,
475,Arunachal Pradesh,changlang,2010,kharif,Rice,9585.0,18265.0,1.9055816380000001,15639.33,35010.0,1917.7,1306.8
476,Arunachal Pradesh,changlang,2011,kharif,Rice,10260.0,20873.0,2.034405458,18265.0,15639.33,,1917.7
477,Arunachal Pradesh,changlang,2012,kharif,Rice,9605.0,19512.0,2.0314419569999997,20873.0,18265.0,,
478,Arunachal Pradesh,changlang,2013,kharif,Rice,9681.0,19750.0,2.0400785040000002,19512.0,20873.0,,
479,Arunachal Pradesh,changlang,2014,kharif,Rice,9081.0,20169.0,2.2210109019999997,19750.0,19512.0,,
480,Arunachal Pradesh,dibang valley,1997,kharif,Rice,10310.0,12400.0,1.20271581,,,1372.138,1542.769
481,Arunachal Pradesh,dibang valley,1998,kharif,Rice,10320.0,12900.0,1.25,12400.0,,2003.789,1372.138
482,Arunachal Pradesh,dibang valley,1999,kharif,Rice,10000.0,13237.0,1.3237,12900.0,12400.0,1605.0639999999999,2003.789
483,Arunachal Pradesh,dibang valley,2000,kharif,Rice,10450.0,13400.0,1.282296651,13237.0,12900.0,1723.1,1605.0639999999999
484,Arunachal Pradesh,dibang valley,2001,kharif,Rice,5400.0,3840.0,0.7111111109999999,13400.0,13237.0,1601.3220000000001,1723.1
485,Arunachal Pradesh,dibang valley,2002,kharif,Rice,1691.0,1522.0,0.9000591370000001,3840.0,13400.0,1642.306,1601.3220000000001
486,Arunachal Pradesh,dibang valley,2003,kharif,Rice,1700.0,1700.0,1.0,1522.0,3840.0,,
487,Arunachal Pradesh,dibang valley,2004,kharif,Rice,916.0,870.0,0.9497816590000001,1700.0,1522.0,,
488,Arunachal Pradesh,dibang valley,2005,kharif,Rice,1000.0,691.0,0.691,870.0,1700.0,3893.5,4471.4
489,Arunachal Pradesh,dibang valley,2006,kharif,Rice,1235.0,1273.0,1.0307692309999998,691.0,870.0,,3893.5
490,Arunachal Pradesh,dibang valley,2007,kharif,Rice,1200.0,839.0,0.6991666670000001,1273.0,691.0,,
491,Arunachal Pradesh,dibang valley,2008,kharif,Rice,1200.0,839.0,0.6991666670000001,839.0,1273.0,,
492,Arunachal Pradesh,dibang valley,2009,kharif,Rice,1200.0,838.66,0.6988833329999999,839.0,839.0,,
493,Arunachal Pradesh,dibang valley,2010,kharif,Rice,1585.0,1268.0,0.8,838.66,839.0,,
494,Arunachal Pradesh,dibang valley,2011,kharif,Rice,1610.0,1382.0,0.858385093,1268.0,838.66,,
495,Arunachal Pradesh,dibang valley,2012,kharif,Rice,1682.0,1420.0,0.844233056,1382.0,1268.0,,
496,Arunachal Pradesh,dibang valley,2013,kharif,Rice,1690.0,1486.0,0.8792899409999999,1420.0,1382.0,,
497,Arunachal Pradesh,dibang valley,2014,kharif,Rice,1690.0,1485.0,0.878698225,1486.0,1420.0,,
498,Arunachal Pradesh,east kameng,1997,kharif,Rice,8945.0,9200.0,1.028507546,,,1733.1670000000001,2047.756
499,Arunachal Pradesh,east kameng,1998,kharif,Rice,8045.0,8190.0,1.018023617,9200.0,,2201.853,1733.1670000000001
500,Arunachal Pradesh,east kameng,1999,kharif,Rice,9595.0,12665.0,1.319958312,8190.0,9200.0,2111.228,2201.853
501,Arunachal Pradesh,east kameng,2000,kharif,Rice,8200.0,9840.0,1.2,12665.0,8190.0,2114.905,2111.228
502,Arunachal Pradesh,east kameng,2001,kharif,Rice,12310.0,16790.0,1.363931763,9840.0,12665.0,2070.636,2114.905
503,Arunachal Pradesh,east kameng,2002,kharif,Rice,8500.0,10715.0,1.260588235,16790.0,9840.0,2167.541,2070.636
504,Arunachal Pradesh,east kameng,2003,kharif,Rice,8510.0,10725.0,1.2602820209999999,10715.0,16790.0,,
505,Arunachal Pradesh,east kameng,2004,kharif,Rice,8515.0,6651.0,0.78109219,10725.0,10715.0,,
506,Arunachal Pradesh,east kameng,2005,kharif,Rice,8538.0,3158.0,0.369875849,6651.0,10725.0,3633.8,2842.2
507,Arunachal Pradesh,east kameng,2006,kharif,Rice,8235.0,6313.0,0.76660595,3158.0,6651.0,1848.9,3633.8
508,Arunachal Pradesh,east kameng,2007,kharif,Rice,8200.0,6952.0,0.8478048779999999,6313.0,3158.0,1360.7,1848.9
509,Arunachal Pradesh,east kameng,2008,kharif,Rice,8250.0,6933.0,0.840363636,6952.0,6313.0,1662.7,1360.7
510,Arunachal Pradesh,east kameng,2009,kharif,Rice,8260.0,6993.33,0.8466501209999999,6933.0,6952.0,,1662.7
511,Arunachal Pradesh,east kameng,2010,kharif,Rice,8267.0,7178.0,0.868271441,6993.33,6933.0,1170.6,
512,Arunachal Pradesh,east kameng,2011,kharif,Rice,8398.0,7822.0,0.931412241,7178.0,6993.33,,1170.6
513,Arunachal Pradesh,east kameng,2012,kharif,Rice,8768.0,8442.0,0.9628193429999999,7822.0,7178.0,,
514,Arunachal Pradesh,east kameng,2013,kharif,Rice,8968.0,9087.0,1.013269402,8442.0,7822.0,,
515,Arunachal Pradesh,east kameng,2014,kharif,Rice,8968.0,9436.0,1.052185549,9087.0,8442.0,,
516,Arunachal Pradesh,east siang,1997,kharif,Rice,10200.0,15525.0,1.5220588240000001,,,1606.58,1793.3310000000001
517,Arunachal Pradesh,east siang,1998,kharif,Rice,7323.0,12600.0,1.7206063090000001,15525.0,,2243.0660000000003,1606.58
518,Arunachal Pradesh,east siang,1999,kharif,Rice,11600.0,19261.0,1.6604310340000001,12600.0,15525.0,1837.963,2243.0660000000003
519,Arunachal Pradesh,east siang,2000,kharif,Rice,12310.0,19500.0,1.584077985,19261.0,12600.0,2005.364,1837.963
520,Arunachal Pradesh,east siang,2001,kharif,Rice,5400.0,5000.0,0.9259259259999999,19500.0,19261.0,1842.904,2005.364
521,Arunachal Pradesh,east siang,2002,kharif,Rice,12330.0,26605.0,2.1577453369999997,5000.0,19500.0,1995.6870000000001,1842.904
522,Arunachal Pradesh,east siang,2003,kharif,Rice,12100.0,28000.0,2.314049587,26605.0,5000.0,,
523,Arunachal Pradesh,east siang,2004,kharif,Rice,12526.0,17499.0,1.39701421,28000.0,26605.0,,
524,Arunachal Pradesh,east siang,2005,kharif,Rice,12800.0,19535.0,1.526171875,17499.0,28000.0,4297.0,5243.0
525,Arunachal Pradesh,east siang,2006,kharif,Rice,13137.0,19729.0,1.501788841,19535.0,17499.0,3706.8,4297.0
526,Arunachal Pradesh,east siang,2007,kharif,Rice,13000.0,19799.0,1.5230000000000001,19729.0,19535.0,4999.2,3706.8
527,Arunachal Pradesh,east siang,2008,kharif,Rice,13142.0,19761.0,1.5036524119999999,19799.0,19729.0,4097.9,4999.2
528,Arunachal Pradesh,east siang,2009,kharif,Rice,14147.0,20775.33,1.468532551,19761.0,19799.0,3043.3,4097.9
529,Arunachal Pradesh,east siang,2010,kharif,Rice,15137.0,24103.0,1.592323446,20775.33,19761.0,4494.7,3043.3
530,Arunachal Pradesh,east siang,2011,kharif,Rice,15378.0,26268.0,1.7081545059999999,24103.0,20775.33,,4494.7
531,Arunachal Pradesh,east siang,2012,kharif,Rice,16770.0,27098.0,1.615861658,26268.0,24103.0,,
532,Arunachal Pradesh,east siang,2013,kharif,Rice,16770.0,27044.0,1.612641622,27098.0,26268.0,,
533,Arunachal Pradesh,east siang,2014,kharif,Rice,16120.0,27463.0,1.70366005,27044.0,27098.0,,
534,Arunachal Pradesh,kurung kumey,2002,kharif,Rice,6300.0,7440.0,1.180952381,,,,
535,Arunachal Pradesh,kurung kumey,2003,kharif,Rice,7434.0,6375.0,0.8575464079999999,7440.0,,,
536,Arunachal Pradesh,kurung kumey,2004,kharif,Rice,6300.0,7434.0,1.18,6375.0,7440.0,,
537,Arunachal Pradesh,kurung kumey,2005,kharif,Rice,6375.0,7530.0,1.181176471,7434.0,6375.0,,
538,Arunachal Pradesh,kurung kumey,2006,kharif,Rice,6000.0,5095.0,0.849166667,7530.0,7434.0,,
539,Arunachal Pradesh,kurung kumey,2007,kharif,Rice,500.0,615.0,1.23,5095.0,7530.0,,
540,Arunachal Pradesh,kurung kumey,2008,kharif,Rice,500.0,615.0,1.23,615.0,5095.0,,
541,Arunachal Pradesh,kurung kumey,2009,kharif,Rice,500.0,615.33,1.23066,615.0,615.0,,
542,Arunachal Pradesh,kurung kumey,2010,kharif,Rice,400.0,527.0,1.3175,615.33,615.0,,
543,Arunachal Pradesh,kurung kumey,2011,kharif,Rice,406.0,574.0,1.4137931030000002,527.0,615.33,,
544,Arunachal Pradesh,kurung kumey,2012,kharif,Rice,410.0,590.0,1.43902439,574.0,527.0,,
545,Arunachal Pradesh,kurung kumey,2013,kharif,Rice,53.0,74.0,1.396226415,590.0,574.0,,
546,Arunachal Pradesh,kurung kumey,2014,kharif,Rice,53.0,74.0,1.396226415,74.0,590.0,,
547,Arunachal Pradesh,lohit,1997,kharif,Rice,15070.0,19600.0,1.3005972129999999,,,1567.009,1705.384
548,Arunachal Pradesh,lohit,1998,kharif,Rice,13015.0,18221.0,1.4,19600.0,,2070.234,1567.009
549,Arunachal Pradesh,lohit,1999,kharif,Rice,14000.0,20900.0,1.4928571430000002,18221.0,19600.0,1878.168,2070.234
550,Arunachal Pradesh,lohit,2000,kharif,Rice,13980.0,13630.0,0.974964235,20900.0,18221.0,1804.484,1878.168
551,Arunachal Pradesh,lohit,2001,kharif,Rice,10900.0,14170.0,1.3,13630.0,20900.0,1783.842,1804.484
552,Arunachal Pradesh,lohit,2002,kharif,Rice,14158.0,12883.0,0.9099449070000001,14170.0,13630.0,1770.799,1783.842
553,Arunachal Pradesh,lohit,2003,kharif,Rice,14257.0,19390.0,1.360033668,12883.0,14170.0,,
554,Arunachal Pradesh,lohit,2004,kharif,Rice,8227.0,9872.0,1.19995138,19390.0,12883.0,,
555,Arunachal Pradesh,lohit,2005,kharif,Rice,8500.0,11759.0,1.383411765,9872.0,19390.0,2475.3,3186.3
556,Arunachal Pradesh,lohit,2006,kharif,Rice,10500.0,17010.0,1.62,11759.0,9872.0,2646.6,2475.3
557,Arunachal Pradesh,lohit,2007,kharif,Rice,10300.0,16833.0,1.634271845,17010.0,11759.0,2787.0,2646.6
558,Arunachal Pradesh,lohit,2008,kharif,Rice,10412.0,17952.0,1.724164426,16833.0,17010.0,2436.5,2787.0
559,Arunachal Pradesh,lohit,2009,kharif,Rice,11770.0,19541.33,1.66026593,17952.0,16833.0,2355.3,2436.5
560,Arunachal Pradesh,lohit,2010,kharif,Rice,11654.0,20263.0,1.7387163209999998,19541.33,17952.0,3733.7,2355.3
561,Arunachal Pradesh,lohit,2011,kharif,Rice,11839.0,22082.0,1.8651913169999998,20263.0,19541.33,,3733.7
562,Arunachal Pradesh,lohit,2012,kharif,Rice,12239.0,23512.0,1.921071983,22082.0,20263.0,,
563,Arunachal Pradesh,lohit,2013,kharif,Rice,12150.0,21662.0,1.782880658,23512.0,22082.0,,
564,Arunachal Pradesh,lohit,2014,kharif,Rice,11450.0,22080.0,1.928384279,21662.0,23512.0,,
565,Arunachal Pradesh,longding,2013,kharif,Rice,2890.0,2504.0,0.8664359859999999,,,,
566,Arunachal Pradesh,longding,2014,kharif,Rice,2890.0,2923.0,1.011418685,2504.0,,,
567,Arunachal Pradesh,lower dibang valley,2002,kharif,Rice,9580.0,13500.0,1.409185804,,,,
568,Arunachal Pradesh,lower dibang valley,2003,kharif,Rice,9650.0,11100.0,1.1502590670000001,13500.0,,,
569,Arunachal Pradesh,lower dibang valley,2004,kharif,Rice,9655.0,14895.0,1.5427239769999999,11100.0,13500.0,,
570,Arunachal Pradesh,lower dibang valley,2005,kharif,Rice,9700.0,15035.0,1.55,14895.0,11100.0,,
571,Arunachal Pradesh,lower dibang valley,2006,kharif,Rice,10736.0,14149.0,1.317902385,15035.0,14895.0,,
572,Arunachal Pradesh,lower dibang valley,2007,kharif,Rice,10950.0,13477.0,1.230776256,14149.0,15035.0,,
573,Arunachal Pradesh,lower dibang valley,2008,kharif,Rice,11059.0,13610.0,1.2306718509999999,13477.0,14149.0,,
574,Arunachal Pradesh,lower dibang valley,2009,kharif,Rice,11169.0,8934.66,0.7999516520000001,13610.0,13477.0,,
575,Arunachal Pradesh,lower dibang valley,2010,kharif,Rice,11180.0,13760.0,1.230769231,8934.66,13610.0,,
576,Arunachal Pradesh,lower dibang valley,2011,kharif,Rice,11357.0,14995.0,1.320331073,13760.0,8934.66,,
577,Arunachal Pradesh,lower dibang valley,2012,kharif,Rice,11460.0,14822.0,1.293368237,14995.0,13760.0,,
578,Arunachal Pradesh,lower dibang valley,2013,kharif,Rice,14595.0,16058.0,1.100239808,14822.0,14995.0,,
579,Arunachal Pradesh,lower dibang valley,2014,kharif,Rice,13906.0,16479.0,1.185028045,16058.0,14822.0,,
580,Arunachal Pradesh,lower subansiri,1997,kharif,Rice,21064.0,19900.0,0.94473984,,,1572.174,1789.531
581,Arunachal Pradesh,lower subansiri,1998,kharif,Rice,21585.0,15045.0,0.697011814,19900.0,,2084.985,1572.174
582,Arunachal Pradesh,lower subansiri,1999,kharif,Rice,22000.0,10500.0,0.477272727,15045.0,19900.0,1874.944,2084.985
583,Arunachal Pradesh,lower subansiri,2000,kharif,Rice,18150.0,18150.0,1.0,10500.0,15045.0,1914.392,1874.944
584,Arunachal Pradesh,lower subansiri,2001,kharif,Rice,4350.0,3500.0,0.8045977009999999,18150.0,10500.0,1867.421,1914.392
585,Arunachal Pradesh,lower subansiri,2002,kharif,Rice,14800.0,17465.0,1.180067568,3500.0,18150.0,2006.204,1867.421
586,Arunachal Pradesh,lower subansiri,2003,kharif,Rice,8460.0,10152.0,1.2,17465.0,3500.0,,
587,Arunachal Pradesh,lower subansiri,2004,kharif,Rice,9306.0,11167.0,1.199978508,10152.0,17465.0,,
588,Arunachal Pradesh,lower subansiri,2005,kharif,Rice,9500.0,11600.0,1.2210526320000001,11167.0,10152.0,963.3,964.8
589,Arunachal Pradesh,lower subansiri,2006,kharif,Rice,9643.0,12075.0,1.252203671,11600.0,11167.0,825.2,963.3
590,Arunachal Pradesh,lower subansiri,2007,kharif,Rice,7685.0,9459.0,1.230839297,12075.0,11600.0,962.5,825.2
591,Arunachal Pradesh,lower subansiri,2008,kharif,Rice,7839.0,9647.0,1.2306416629999999,9459.0,12075.0,977.6,962.5
592,Arunachal Pradesh,lower subansiri,2009,kharif,Rice,10193.0,12544.66,1.230713235,9647.0,9459.0,840.5,977.6
593,Arunachal Pradesh,lower subansiri,2010,kharif,Rice,8155.0,10655.0,1.306560392,12544.66,9647.0,706.8,840.5
594,Arunachal Pradesh,lower subansiri,2011,kharif,Rice,8285.0,1161.0,0.14013277,10655.0,12544.66,,706.8
595,Arunachal Pradesh,lower subansiri,2012,kharif,Rice,8290.0,14358.0,1.731966224,1161.0,10655.0,,
596,Arunachal Pradesh,lower subansiri,2013,kharif,Rice,8373.0,14792.0,1.766630837,14358.0,1161.0,,
597,Arunachal Pradesh,lower subansiri,2014,kharif,Rice,7673.0,15210.0,1.982275512,14792.0,14358.0,,
598,Arunachal Pradesh,tawang,1997,kharif,Rice,868.0,1050.0,1.2096774190000001,,,1852.933,2220.009
599,Arunachal Pradesh,tawang,1998,kharif,Rice,890.0,1112.0,1.249438202,1050.0,,2322.125,1852.933
600,Arunachal Pradesh,tawang,1999,kharif,Rice,900.0,1170.0,1.3,1112.0,1050.0,2381.77,2322.125
601,Arunachal Pradesh,tawang,2000,kharif,Rice,902.0,1205.0,1.335920177,1170.0,1112.0,2158.603,2381.77
602,Arunachal Pradesh,tawang,2001,kharif,Rice,902.0,1190.0,1.319290466,1205.0,1170.0,2338.618,2158.603
603,Arunachal Pradesh,tawang,2002,kharif,Rice,907.0,1210.0,1.334068357,1190.0,1205.0,2352.752,2338.618
604,Arunachal Pradesh,tawang,2003,kharif,Rice,911.0,1221.0,1.340285401,1210.0,1190.0,,
605,Arunachal Pradesh,tawang,2004,kharif,Rice,911.0,1230.0,1.350164654,1221.0,1210.0,,
606,Arunachal Pradesh,tawang,2005,kharif,Rice,777.0,1057.0,1.36036036,1230.0,1221.0,1735.5,1831.4
607,Arunachal Pradesh,tawang,2006,kharif,Rice,770.0,1082.0,1.405194805,1057.0,1230.0,1473.7,1735.5
608,Arunachal Pradesh,tawang,2007,kharif,Rice,770.0,1082.0,1.405194805,1082.0,1057.0,1595.1,1473.7
609,Arunachal Pradesh,tawang,2008,kharif,Rice,758.0,758.0,1.0,1082.0,1082.0,1626.9,1595.1
610,Arunachal Pradesh,tawang,2009,kharif,Rice,760.0,785.33,1.033328947,758.0,1082.0,1235.0,1626.9
611,Arunachal Pradesh,tawang,2010,kharif,Rice,765.0,795.0,1.039215686,785.33,758.0,,1235.0
612,Arunachal Pradesh,tawang,2011,kharif,Rice,777.0,866.0,1.114543115,795.0,785.33,,
613,Arunachal Pradesh,tawang,2012,kharif,Rice,835.0,930.0,1.113772455,866.0,795.0,,
614,Arunachal Pradesh,tawang,2013,kharif,Rice,835.0,879.0,1.052694611,930.0,866.0,,
615,Arunachal Pradesh,tawang,2014,kharif,Rice,835.0,1298.0,1.5544910180000002,879.0,930.0,,
616,Arunachal Pradesh,tirap,1997,kharif,Rice,5345.0,3700.0,0.692235734,,,1608.376,1768.876
617,Arunachal Pradesh,tirap,1998,kharif,Rice,5345.0,1942.0,0.363330215,3700.0,,2046.6970000000001,1608.376
618,Arunachal Pradesh,tirap,1999,kharif,Rice,5354.0,5400.0,1.0085917070000001,1942.0,3700.0,1782.5739999999998,2046.6970000000001
619,Arunachal Pradesh,tirap,2000,kharif,Rice,5343.0,3036.0,0.568220101,5400.0,1942.0,1860.1779999999999,1782.5739999999998
620,Arunachal Pradesh,tirap,2001,kharif,Rice,8300.0,10458.0,1.26,3036.0,5400.0,1846.884,1860.1779999999999
621,Arunachal Pradesh,tirap,2002,kharif,Rice,5580.0,2490.0,0.446236559,10458.0,3036.0,1954.0,1846.884
622,Arunachal Pradesh,tirap,2003,kharif,Rice,5582.0,3830.0,0.6861340020000001,2490.0,10458.0,,
623,Arunachal Pradesh,tirap,2004,kharif,Rice,5585.0,2383.0,0.426678603,3830.0,2490.0,,
624,Arunachal Pradesh,tirap,2005,kharif,Rice,4612.0,2509.0,0.5440156110000001,2383.0,3830.0,3877.5,3893.4
625,Arunachal Pradesh,tirap,2006,kharif,Rice,5615.0,3961.0,0.705431879,2509.0,2383.0,2924.2,3877.5
626,Arunachal Pradesh,tirap,2007,kharif,Rice,5500.0,3971.0,0.722,3961.0,2509.0,,2924.2
627,Arunachal Pradesh,tirap,2008,kharif,Rice,5625.0,4062.0,0.7221333329999999,3971.0,3961.0,3204.2,
628,Arunachal Pradesh,tirap,2009,kharif,Rice,4995.0,2643.33,0.529195195,4062.0,3971.0,4048.7,3204.2
629,Arunachal Pradesh,tirap,2010,kharif,Rice,5002.0,4073.0,0.81427429,2643.33,4062.0,3478.5,4048.7
630,Arunachal Pradesh,tirap,2011,kharif,Rice,5082.0,4438.0,0.8732782370000001,4073.0,2643.33,,3478.5
631,Arunachal Pradesh,tirap,2012,kharif,Rice,5080.0,4487.0,0.8832677170000001,4438.0,4073.0,,
632,Arunachal Pradesh,tirap,2013,kharif,Rice,2280.0,1976.0,0.8666666670000001,4487.0,4438.0,,
633,Arunachal Pradesh,tirap,2014,kharif,Rice,2280.0,2908.0,1.2754385959999999,1976.0,4487.0,,
634,Arunachal Pradesh,upper subansiri,1997,kharif,Rice,3915.0,2750.0,0.702426564,,,1402.9160000000002,1541.661
635,Arunachal Pradesh,upper subansiri,1998,kharif,Rice,4015.0,1500.0,0.373599004,2750.0,,1930.226,1402.9160000000002
636,Arunachal Pradesh,upper subansiri,1999,kharif,Rice,4300.0,2975.0,0.691860465,1500.0,2750.0,1651.95,1930.226
637,Arunachal Pradesh,upper subansiri,2000,kharif,Rice,4500.0,3600.0,0.8,2975.0,1500.0,1715.168,1651.95
638,Arunachal Pradesh,upper subansiri,2001,kharif,Rice,20500.0,16088.0,0.784780488,3600.0,2975.0,1673.845,1715.168
639,Arunachal Pradesh,upper subansiri,2002,kharif,Rice,4520.0,4695.0,1.038716814,16088.0,3600.0,1821.524,1673.845
640,Arunachal Pradesh,upper subansiri,2003,kharif,Rice,4550.0,5295.0,1.163736264,4695.0,16088.0,,
641,Arunachal Pradesh,upper subansiri,2004,kharif,Rice,4555.0,5296.0,1.162678375,5295.0,4695.0,,
642,Arunachal Pradesh,upper subansiri,2005,kharif,Rice,4800.0,6708.0,1.3975,5296.0,5295.0,,1306.5
643,Arunachal Pradesh,upper subansiri,2006,kharif,Rice,5164.0,5063.0,0.980441518,6708.0,5296.0,1433.0,
644,Arunachal Pradesh,upper subansiri,2007,kharif,Rice,5100.0,11079.0,2.1723529409999998,5063.0,6708.0,2026.1,1433.0
645,Arunachal Pradesh,upper subansiri,2008,kharif,Rice,5839.0,7739.0,1.325398185,11079.0,5063.0,1585.6,2026.1
646,Arunachal Pradesh,upper subansiri,2009,kharif,Rice,4328.0,5433.33,1.2553904809999998,7739.0,11079.0,1637.5,1585.6
647,Arunachal Pradesh,upper subansiri,2010,kharif,Rice,4169.0,5681.0,1.362676901,5433.33,7739.0,1655.1,1637.5
648,Arunachal Pradesh,upper subansiri,2011,kharif,Rice,4235.0,6190.0,1.46162928,5681.0,5433.33,,1655.1
649,Arunachal Pradesh,upper subansiri,2012,kharif,Rice,4425.0,5935.0,1.341242938,6190.0,5681.0,,
650,Arunachal Pradesh,upper subansiri,2013,kharif,Rice,5062.0,9280.0,1.8332674830000002,5935.0,6190.0,,
651,Arunachal Pradesh,upper subansiri,2014,kharif,Rice,5062.0,9698.0,1.91584354,9280.0,5935.0,,
652,Arunachal Pradesh,west kameng,1997,kharif,Rice,915.0,880.0,0.9617486340000001,,,1780.0510000000002,2111.4210000000003
653,Arunachal Pradesh,west kameng,1998,kharif,Rice,913.0,806.0,0.882803943,880.0,,2229.098,1780.0510000000002
654,Arunachal Pradesh,west kameng,1999,kharif,Rice,850.0,700.0,0.8235294120000001,806.0,880.0,2223.344,2229.098
655,Arunachal Pradesh,west kameng,2000,kharif,Rice,855.0,756.0,0.8842105259999999,700.0,806.0,2136.922,2223.344
656,Arunachal Pradesh,west kameng,2001,kharif,Rice,855.0,1163.0,1.360233918,756.0,700.0,2173.938,2136.922
657,Arunachal Pradesh,west kameng,2002,kharif,Rice,855.0,1160.0,1.356725146,1163.0,756.0,2226.658,2173.938
658,Arunachal Pradesh,west kameng,2003,kharif,Rice,859.0,723.0,0.841676368,1160.0,1163.0,,
659,Arunachal Pradesh,west kameng,2004,kharif,Rice,908.0,727.0,0.8006607929999999,723.0,1160.0,,
660,Arunachal Pradesh,west kameng,2005,kharif,Rice,860.0,760.0,0.88372093,727.0,723.0,2344.4,3283.0
661,Arunachal Pradesh,west kameng,2006,kharif,Rice,854.0,774.0,0.906323185,760.0,727.0,1788.3,2344.4
662,Arunachal Pradesh,west kameng,2007,kharif,Rice,861.0,809.0,0.93960511,774.0,760.0,2471.0,1788.3
663,Arunachal Pradesh,west kameng,2008,kharif,Rice,880.0,939.0,1.067045455,809.0,774.0,3256.7,2471.0
664,Arunachal Pradesh,west kameng,2009,kharif,Rice,865.0,798.66,0.9233063579999999,939.0,809.0,3198.0,3256.7
665,Arunachal Pradesh,west kameng,2010,kharif,Rice,866.0,799.0,0.9226327940000001,798.66,939.0,2537.4,3198.0
