State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value
Punjab,TARN TARAN,2008,Kharif     ,Rice,169000,525000,3.106508876
Punjab,TARN TARAN,2009,Kharif     ,Rice,172000,530000,3.081395349
Punjab,TARN TARAN,2010,Kharif     ,Rice,172000,500000,2.906976744
Rajasthan,AJMER,2002,Kharif     ,Rice,2,2,1
Rajasthan,AJMER,2003,Kharif     ,Rice,26,43,1.653846154
Rajasthan,AJMER,2004,Kharif     ,Rice,18,27,1.5
Rajasthan,AJMER,2005,Kharif     ,Rice,13,19,1.461538462
Rajasthan,AJMER,2006,Kharif     ,Rice,15,24,1.6
Rajasthan,AJMER,2007,Kharif     ,Rice,6,12,2
Rajasthan,AJMER,2008,Kharif     ,Rice,4,7,1.75
Rajasthan,AJMER,2009,Kharif     ,Rice,7,11,1.571428571
Rajasthan,AJMER,2010,Kharif     ,Rice,9,18,2
Rajasthan,ALWAR,2002,Kharif     ,Rice,104,84,0.807692308
Rajasthan,ALWAR,2003,Kharif     ,Rice,160,265,1.65625
Rajasthan,ALWAR,2004,Kharif     ,Rice,139,206,1.482014388
Rajasthan,ALWAR,2005,Kharif     ,Rice,132,193,1.462121212
Rajasthan,ALWAR,2006,Kharif     ,Rice,127,200,1.57480315
Rajasthan,ALWAR,2007,Kharif     ,Rice,155,315,2.032258065
Rajasthan,ALWAR,2008,Kharif     ,Rice,265,479,1.80754717
Rajasthan,ALWAR,2009,Kharif     ,Rice,346,524,1.514450867
Rajasthan,ALWAR,2010,Kharif     ,Rice,378,766,2.026455026
Rajasthan,BANSWARA,2002,Kharif     ,Rice,27082,8081,0.298390075
Rajasthan,BANSWARA,2003,Kharif     ,Rice,28631,23750,0.82952045
Rajasthan,BANSWARA,2004,Kharif     ,Rice,31966,21080,0.659450666
Rajasthan,BANSWARA,2005,Kharif     ,Rice,33179,21774,0.656258477
Rajasthan,BANSWARA,2006,Kharif     ,Rice,33252,18756,0.564056297
Rajasthan,BANSWARA,2007,Kharif     ,Rice,35853,46686,1.302150448
Rajasthan,BANSWARA,2008,Kharif     ,Rice,31530,12376,0.392515065
Rajasthan,BANSWARA,2009,Kharif     ,Rice,28142,11416,0.405657025
Rajasthan,BANSWARA,2010,Kharif     ,Rice,27027,17610,0.651570652
Rajasthan,BHARATPUR,2002,Kharif     ,Rice,484,306,0.632231405
Rajasthan,BHARATPUR,2003,Kharif     ,Rice,2044,2428,1.187866928
Rajasthan,BHARATPUR,2004,Kharif     ,Rice,1354,1206,0.890694239
Rajasthan,BHARATPUR,2005,Kharif     ,Rice,3368,7351,2.18260095
Rajasthan,BHARATPUR,2006,Kharif     ,Rice,878,638,0.726651481
Rajasthan,BHARATPUR,2007,Kharif     ,Rice,684,1114,1.628654971
Rajasthan,BHARATPUR,2008,Kharif     ,Rice,2281,2766,1.212626041
Rajasthan,BHARATPUR,2009,Kharif     ,Rice,1865,3303,1.771045576
Rajasthan,BHARATPUR,2010,Kharif     ,Rice,1536,3095,2.014973958
Rajasthan,BHILWARA,2002,Kharif     ,Rice,242,197,0.814049587
Rajasthan,BHILWARA,2003,Kharif     ,Rice,190,314,1.652631579
Rajasthan,BHILWARA,2004,Kharif     ,Rice,241,358,1.485477178
Rajasthan,BHILWARA,2005,Kharif     ,Rice,288,423,1.46875
Rajasthan,BHILWARA,2006,Kharif     ,Rice,207,326,1.574879227
Rajasthan,BHILWARA,2007,Kharif     ,Rice,247,502,2.032388664
Rajasthan,BHILWARA,2008,Kharif     ,Rice,278,502,1.805755396
Rajasthan,BHILWARA,2009,Kharif     ,Rice,430,651,1.513953488
Rajasthan,BHILWARA,2010,Kharif     ,Rice,392,794,2.025510204
Rajasthan,BIKANER,2002,Kharif     ,Rice,5,4,0.8
Rajasthan,BIKANER,2003,Kharif     ,Rice,13,21,1.615384615
Rajasthan,BIKANER,2004,Kharif     ,Rice,17,25,1.470588235
Rajasthan,BIKANER,2005,Kharif     ,Rice,17,25,1.470588235
Rajasthan,BIKANER,2006,Kharif     ,Rice,7,11,1.571428571
Rajasthan,BIKANER,2007,Kharif     ,Rice,1,2,2
Rajasthan,BIKANER,2008,Kharif     ,Rice,179,323,1.804469274
Rajasthan,BIKANER,2009,Kharif     ,Rice,63,95,1.507936508
Rajasthan,BIKANER,2010,Kharif     ,Rice,37,75,2.027027027
Rajasthan,BUNDI,2002,Kharif     ,Rice,9255,3965,0.428417072
Rajasthan,BUNDI,2003,Kharif     ,Rice,7442,14763,1.98374093
Rajasthan,BUNDI,2004,Kharif     ,Rice,6053,11200,1.850322154
Rajasthan,BUNDI,2005,Kharif     ,Rice,8788,12485,1.420687301
Rajasthan,BUNDI,2006,Kharif     ,Rice,9421,16208,1.720411846
Rajasthan,BUNDI,2007,Kharif     ,Rice,16967,39552,2.331113338
Rajasthan,BUNDI,2008,Kharif     ,Rice,24506,45335,1.849955113
Rajasthan,BUNDI,2009,Kharif     ,Rice,36145,31357,0.867533545
Rajasthan,BUNDI,2010,Kharif     ,Rice,22898,42971,1.87662678
Rajasthan,DHOLPUR,2002,Kharif     ,Rice,628,510,0.812101911
Rajasthan,DHOLPUR,2003,Kharif     ,Rice,779,1287,1.6521181
Rajasthan,DHOLPUR,2004,Kharif     ,Rice,647,960,1.483771252
Rajasthan,DHOLPUR,2005,Kharif     ,Rice,837,1228,1.467144564
Rajasthan,DHOLPUR,2006,Kharif     ,Rice,536,845,1.576492537
Rajasthan,DHOLPUR,2007,Kharif     ,Rice,484,983,2.030991736
Rajasthan,DHOLPUR,2008,Kharif     ,Rice,574,1037,1.806620209
Rajasthan,DHOLPUR,2009,Kharif     ,Rice,569,862,1.514938489
Rajasthan,DHOLPUR,2010,Kharif     ,Rice,679,1375,2.025036819
Rajasthan,DUNGARPUR,2002,Kharif     ,Rice,8439,1400,0.165896433
Rajasthan,DUNGARPUR,2003,Kharif     ,Rice,19193,20126,1.048611473
Rajasthan,DUNGARPUR,2004,Kharif     ,Rice,25153,20267,0.805748817
Rajasthan,DUNGARPUR,2005,Kharif     ,Rice,21879,7234,0.330636684
Rajasthan,DUNGARPUR,2006,Kharif     ,Rice,27161,18171,0.669010714
Rajasthan,DUNGARPUR,2007,Kharif     ,Rice,29975,39241,1.30912427
Rajasthan,DUNGARPUR,2008,Kharif     ,Rice,14842,3288,0.221533486
Rajasthan,DUNGARPUR,2009,Kharif     ,Rice,13961,5060,0.362438221
Rajasthan,DUNGARPUR,2010,Kharif     ,Rice,13727,9058,0.659867415
Rajasthan,GANGANAGAR,2002,Kharif     ,Rice,2490,5222,2.097188755
Rajasthan,GANGANAGAR,2003,Kharif     ,Rice,3971,10259,2.583480232
Rajasthan,GANGANAGAR,2004,Kharif     ,Rice,2383,5741,2.409148133
Rajasthan,GANGANAGAR,2005,Kharif     ,Rice,2897,4681,1.615809458
Rajasthan,GANGANAGAR,2006,Kharif     ,Rice,2779,8825,3.175602735
Rajasthan,GANGANAGAR,2007,Kharif     ,Rice,3581,13166,3.676626641
Rajasthan,GANGANAGAR,2008,Kharif     ,Rice,6422,16143,2.513702896
Rajasthan,GANGANAGAR,2009,Kharif     ,Rice,8740,23388,2.67597254
Rajasthan,GANGANAGAR,2010,Kharif     ,Rice,8026,20046,2.497632694
Rajasthan,JHALAWAR,2002,Kharif     ,Rice,357,290,0.81232493
Rajasthan,JHALAWAR,2003,Kharif     ,Rice,457,755,1.652078775
Rajasthan,JHALAWAR,2004,Kharif     ,Rice,446,662,1.484304933
Rajasthan,JHALAWAR,2005,Kharif     ,Rice,719,1055,1.467315716
Rajasthan,JHALAWAR,2006,Kharif     ,Rice,720,1135,1.576388889
Rajasthan,JHALAWAR,2007,Kharif     ,Rice,1176,2389,2.031462585
Rajasthan,JHALAWAR,2008,Kharif     ,Rice,1679,3034,1.807027993
Rajasthan,JHALAWAR,2009,Kharif     ,Rice,2397,3631,1.514810179
Rajasthan,JHALAWAR,2010,Kharif     ,Rice,2294,5858,2.553618134
Rajasthan,KOTA,2002,Kharif     ,Rice,5261,5741,1.091237407
Rajasthan,KOTA,2003,Kharif     ,Rice,5931,9997,1.685550497
Rajasthan,KOTA,2004,Kharif     ,Rice,5018,10791,2.15045835
Rajasthan,KOTA,2005,Kharif     ,Rice,6642,15606,2.349593496
Rajasthan,KOTA,2006,Kharif     ,Rice,6505,17751,2.728823982
Rajasthan,KOTA,2007,Kharif     ,Rice,8402,20645,2.457153059
Rajasthan,KOTA,2008,Kharif     ,Rice,12011,36786,3.062692532
Rajasthan,KOTA,2009,Kharif     ,Rice,17348,37733,2.175063408
Rajasthan,KOTA,2010,Kharif     ,Rice,13974,38259,2.737870331
Rajasthan,PRATAPGARH,2008,Kharif     ,Rice,1530,2765,1.807189542
Rajasthan,PRATAPGARH,2009,Kharif     ,Rice,1530,2318,1.51503268
Rajasthan,PRATAPGARH,2010,Kharif     ,Rice,1324,2681,2.024924471
Rajasthan,SAWAI MADHOPUR,2002,Kharif     ,Rice,17,14,0.823529412
Rajasthan,SAWAI MADHOPUR,2003,Kharif     ,Rice,158,261,1.651898734
Rajasthan,SAWAI MADHOPUR,2004,Kharif     ,Rice,143,212,1.482517483
Rajasthan,SAWAI MADHOPUR,2005,Kharif     ,Rice,210,308,1.466666667
Rajasthan,SAWAI MADHOPUR,2006,Kharif     ,Rice,27,42,1.555555556
Rajasthan,SAWAI MADHOPUR,2007,Kharif     ,Rice,49,99,2.020408163
Rajasthan,SAWAI MADHOPUR,2008,Kharif     ,Rice,64,116,1.8125
Rajasthan,SAWAI MADHOPUR,2009,Kharif     ,Rice,103,156,1.514563107
Rajasthan,SAWAI MADHOPUR,2010,Kharif     ,Rice,646,1308,2.024767802
Rajasthan,SIROHI,2002,Kharif     ,Rice,3,2,0.666666667
Rajasthan,SIROHI,2003,Kharif     ,Rice,6,10,1.666666667
Rajasthan,SIROHI,2004,Kharif     ,Rice,1,2,2
Rajasthan,SIROHI,2005,Kharif     ,Rice,1,2,2
Rajasthan,SIROHI,2006,Kharif     ,Rice,7,11,1.571428571
Rajasthan,SIROHI,2007,Kharif     ,Rice,3,6,2
Rajasthan,SIROHI,2008,Kharif     ,Rice,3,5,1.666666667
Rajasthan,TONK,2002,Kharif     ,Rice,10,8,0.8
Rajasthan,TONK,2003,Kharif     ,Rice,5,8,1.6
Rajasthan,TONK,2004,Kharif     ,Rice,5,8,1.6
Rajasthan,TONK,2005,Kharif     ,Rice,4,6,1.5
Rajasthan,TONK,2009,Kharif     ,Rice,7,11,1.571428571
Rajasthan,TONK,2010,Kharif     ,Rice,2,4,2
Rajasthan,UDAIPUR,2002,Kharif     ,Rice,3683,880,0.23893565
Rajasthan,UDAIPUR,2003,Kharif     ,Rice,5141,6070,1.180704143
Rajasthan,UDAIPUR,2004,Kharif     ,Rice,5564,4165,0.748562185
Rajasthan,UDAIPUR,2005,Kharif     ,Rice,5785,4477,0.773898012
Rajasthan,UDAIPUR,2006,Kharif     ,Rice,6175,5725,0.927125506
Rajasthan,UDAIPUR,2007,Kharif     ,Rice,5759,4256,0.73901719
Rajasthan,UDAIPUR,2008,Kharif     ,Rice,3689,2013,0.545676335
Rajasthan,UDAIPUR,2009,Kharif     ,Rice,4253,2594,0.609922408
Rajasthan,UDAIPUR,2010,Kharif     ,Rice,4881,5269,1.079491907
Uttar Pradesh,AGRA,2002,Kharif     ,Rice,1134,1900,1.675485009
Uttar Pradesh,AGRA,2003,Kharif     ,Rice,824,1436,1.742718447
Uttar Pradesh,AGRA,2004,Kharif     ,Rice,1097,2575,2.347310848
Uttar Pradesh,AGRA,2005,Kharif     ,Rice,1021,2314,2.266405485
Uttar Pradesh,AGRA,2006,Kharif     ,Rice,1086,2056,1.893186004
Uttar Pradesh,AGRA,2007,Kharif     ,Rice,1395,2763,1.980645161
Uttar Pradesh,AGRA,2008,Kharif     ,Rice,4176,9183,2.198994253
Uttar Pradesh,AGRA,2009,Kharif     ,Rice,4816,8467,1.758098007
Uttar Pradesh,AGRA,2010,Kharif     ,Rice,4342,9413,2.167894979
Uttar Pradesh,ALIGARH,2002,Kharif     ,Rice,26117,45992,1.760998583
Uttar Pradesh,ALIGARH,2003,Kharif     ,Rice,30731,63252,2.058247372
Uttar Pradesh,ALIGARH,2004,Kharif     ,Rice,38381,86421,2.251660978
Uttar Pradesh,ALIGARH,2005,Kharif     ,Rice,36832,76868,2.086989574
Uttar Pradesh,ALIGARH,2006,Kharif     ,Rice,38447,79239,2.060993055
Uttar Pradesh,ALIGARH,2007,Kharif     ,Rice,47382,95096,2.00700688
Uttar Pradesh,ALIGARH,2008,Kharif     ,Rice,47544,102410,2.154004711
Uttar Pradesh,ALIGARH,2009,Kharif     ,Rice,66448,115088,1.732000963
Uttar Pradesh,ALIGARH,2010,Kharif     ,Rice,64485,131614,2.041001783
Uttar Pradesh,ALLAHABAD,2002,Kharif     ,Rice,165627,315023,1.902002693
Uttar Pradesh,ALLAHABAD,2003,Kharif     ,Rice,175078,408380,2.332560345
Uttar Pradesh,ALLAHABAD,2004,Kharif     ,Rice,162912,291720,1.790659988
Uttar Pradesh,ALLAHABAD,2005,Kharif     ,Rice,187745,378494,2.016000426
Uttar Pradesh,ALLAHABAD,2006,Kharif     ,Rice,162136,342918,2.11500222
Uttar Pradesh,ALLAHABAD,2007,Kharif     ,Rice,165636,356449,2.15200198
Uttar Pradesh,ALLAHABAD,2008,Kharif     ,Rice,185494,453347,2.443998189
Uttar Pradesh,ALLAHABAD,2009,Kharif     ,Rice,105361,228633,2.169996488
Uttar Pradesh,ALLAHABAD,2010,Kharif     ,Rice,141316,328560,2.325002123
Uttar Pradesh,AMETHI,2010,Kharif     ,Rice,113314,236940,2.091003759
Uttar Pradesh,AZAMGARH,2002,Kharif     ,Rice,180384,303911,1.684800204
Uttar Pradesh,AZAMGARH,2003,Kharif     ,Rice,205352,417537,2.033274572
Uttar Pradesh,AZAMGARH,2004,Kharif     ,Rice,212127,187398,0.883423609
Uttar Pradesh,AZAMGARH,2005,Kharif     ,Rice,201562,353338,1.752999077
Uttar Pradesh,AZAMGARH,2006,Kharif     ,Rice,207566,304914,1.468997813
Uttar Pradesh,AZAMGARH,2007,Kharif     ,Rice,215737,416372,1.9299981
Uttar Pradesh,AZAMGARH,2008,Kharif     ,Rice,213081,419343,1.967998085
Uttar Pradesh,AZAMGARH,2009,Kharif     ,Rice,190222,332128,1.74600204
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Rice,203577,417536,2.050997903
Uttar Pradesh,BAHRAICH,2002,Kharif     ,Rice,157356,224311,1.42550014
Uttar Pradesh,BAHRAICH,2003,Kharif     ,Rice,156432,291867,1.865775545
Uttar Pradesh,BAHRAICH,2004,Kharif     ,Rice,159114,291375,1.831234209
Uttar Pradesh,BAHRAICH,2005,Kharif     ,Rice,157629,296815,1.882997418
Uttar Pradesh,BAHRAICH,2006,Kharif     ,Rice,153920,254892,1.656003119
Uttar Pradesh,BAHRAICH,2007,Kharif     ,Rice,163515,302339,1.848998563
Uttar Pradesh,BAHRAICH,2008,Kharif     ,Rice,159350,312804,1.962999686
Uttar Pradesh,BAHRAICH,2009,Kharif     ,Rice,160636,323039,2.011000025
Uttar Pradesh,BAHRAICH,2010,Kharif     ,Rice,159111,329519,2.071000748
Uttar Pradesh,BALLIA,2002,Kharif     ,Rice,116396,167845,1.442016908
Uttar Pradesh,BALLIA,2003,Kharif     ,Rice,122943,219624,1.786388814
Uttar Pradesh,BALLIA,2004,Kharif     ,Rice,120195,64687,0.538183785
Uttar Pradesh,BALLIA,2005,Kharif     ,Rice,122495,179210,1.46299849
Uttar Pradesh,BALLIA,2006,Kharif     ,Rice,119243,159309,1.336002952
Uttar Pradesh,BALLIA,2007,Kharif     ,Rice,118660,220114,1.854997472
Uttar Pradesh,BALLIA,2008,Kharif     ,Rice,123485,242401,1.962999555
Uttar Pradesh,BALLIA,2009,Kharif     ,Rice,82351,89433,1.085997741
Uttar Pradesh,BALLIA,2010,Kharif     ,Rice,108568,206931,1.906003611
Uttar Pradesh,BANDA,2002,Kharif     ,Rice,58582,47473,0.810368373
Uttar Pradesh,BANDA,2003,Kharif     ,Rice,60840,71378,1.173208416
Uttar Pradesh,BANDA,2004,Kharif     ,Rice,64353,75917,1.179696362
Uttar Pradesh,BANDA,2005,Kharif     ,Rice,14460,11929,0.824965422
Uttar Pradesh,BANDA,2006,Kharif     ,Rice,57838,51129,0.884003596
Uttar Pradesh,BANDA,2007,Kharif     ,Rice,28577,17975,0.629002345
Uttar Pradesh,BANDA,2008,Kharif     ,Rice,56371,80949,1.436004328
Uttar Pradesh,BANDA,2009,Kharif     ,Rice,30889,32650,1.057010586
Uttar Pradesh,BANDA,2010,Kharif     ,Rice,47536,54761,1.151990071
Uttar Pradesh,BARABANKI,2002,Kharif     ,Rice,146179,310333,2.122965679
Uttar Pradesh,BARABANKI,2003,Kharif     ,Rice,176642,415220,2.350630088
Uttar Pradesh,BARABANKI,2004,Kharif     ,Rice,186987,461762,2.469487184
Uttar Pradesh,BARABANKI,2005,Kharif     ,Rice,179338,416602,2.32299903
Uttar Pradesh,BARABANKI,2006,Kharif     ,Rice,182527,376553,2.062998899
Uttar Pradesh,BARABANKI,2007,Kharif     ,Rice,195339,294767,1.509002299
Uttar Pradesh,BARABANKI,2008,Kharif     ,Rice,161107,331397,2.056999386
Uttar Pradesh,BARABANKI,2009,Kharif     ,Rice,172786,399827,2.314001134
Uttar Pradesh,BARABANKI,2010,Kharif     ,Rice,176864,420936,2.379998191
Uttar Pradesh,BAREILLY,2002,Kharif     ,Rice,122792,229487,1.868908398
Uttar Pradesh,BAREILLY,2003,Kharif     ,Rice,159862,338695,2.118671104
Uttar Pradesh,BAREILLY,2004,Kharif     ,Rice,187526,359792,1.918624617
Uttar Pradesh,BAREILLY,2005,Kharif     ,Rice,159862,301819,1.887997148
Uttar Pradesh,BAREILLY,2006,Kharif     ,Rice,187526,335484,1.788999925
Uttar Pradesh,BAREILLY,2007,Kharif     ,Rice,151272,292711,1.934997885
Uttar Pradesh,BAREILLY,2008,Kharif     ,Rice,186648,326447,1.748998114
Uttar Pradesh,BAREILLY,2009,Kharif     ,Rice,149116,266321,1.78599882
Uttar Pradesh,BAREILLY,2010,Kharif     ,Rice,163015,270279,1.658000797
Uttar Pradesh,BASTI,2002,Kharif     ,Rice,117509,133227,1.133759967
Uttar Pradesh,BASTI,2003,Kharif     ,Rice,118834,263294,2.215645354
Uttar Pradesh,BASTI,2004,Kharif     ,Rice,118438,176170,1.487444908
Uttar Pradesh,BASTI,2005,Kharif     ,Rice,118834,197502,1.661999091
Uttar Pradesh,BASTI,2006,Kharif     ,Rice,109692,165525,1.508997921
Uttar Pradesh,BASTI,2007,Kharif     ,Rice,114107,210984,1.849001376
Uttar Pradesh,BASTI,2008,Kharif     ,Rice,111663,223884,2.004997179
Uttar Pradesh,BASTI,2009,Kharif     ,Rice,108375,231056,2.132004614
Uttar Pradesh,BASTI,2010,Kharif     ,Rice,102314,215473,2.105997224
Uttar Pradesh,BIJNOR,2002,Kharif     ,Rice,52924,141933,2.68182677
Uttar Pradesh,BIJNOR,2003,Kharif     ,Rice,55591,142603,2.565217391
Uttar Pradesh,BIJNOR,2004,Kharif     ,Rice,61346,175022,2.853030352
Uttar Pradesh,BIJNOR,2005,Kharif     ,Rice,53816,140567,2.611992716
Uttar Pradesh,BIJNOR,2006,Kharif     ,Rice,61346,158641,2.586003977
Uttar Pradesh,BIJNOR,2007,Kharif     ,Rice,60515,157763,2.607006527
Uttar Pradesh,BIJNOR,2008,Kharif     ,Rice,52426,131747,2.513008812
Uttar Pradesh,BIJNOR,2009,Kharif     ,Rice,49403,118024,2.389004716
Uttar Pradesh,BIJNOR,2010,Kharif     ,Rice,55816,131000,2.346997277
Uttar Pradesh,BUDAUN,2002,Kharif     ,Rice,56688,76092,1.342294666
Uttar Pradesh,BUDAUN,2003,Kharif     ,Rice,73263,146059,1.993625705
Uttar Pradesh,BUDAUN,2004,Kharif     ,Rice,90405,142174,1.572634257
Uttar Pradesh,BUDAUN,2005,Kharif     ,Rice,67430,118407,1.755998814
Uttar Pradesh,BUDAUN,2006,Kharif     ,Rice,87564,161030,1.838997762
Uttar Pradesh,BUDAUN,2007,Kharif     ,Rice,88595,163724,1.848004966
Uttar Pradesh,BUDAUN,2008,Kharif     ,Rice,77267,137149,1.775000971
Uttar Pradesh,BUDAUN,2009,Kharif     ,Rice,67293,135124,2.007994888
Uttar Pradesh,BUDAUN,2010,Kharif     ,Rice,84311,158167,1.875994829
Uttar Pradesh,BULANDSHAHR,2002,Kharif     ,Rice,39646,91108,2.298037633
Uttar Pradesh,BULANDSHAHR,2003,Kharif     ,Rice,44941,102596,2.282904252
Uttar Pradesh,BULANDSHAHR,2004,Kharif     ,Rice,50510,122273,2.420768165
Uttar Pradesh,BULANDSHAHR,2005,Kharif     ,Rice,45027,102031,2.265995958
Uttar Pradesh,BULANDSHAHR,2006,Kharif     ,Rice,46033,100444,2.18199987
Uttar Pradesh,BULANDSHAHR,2007,Kharif     ,Rice,58105,135908,2.33900697
Uttar Pradesh,BULANDSHAHR,2008,Kharif     ,Rice,69306,160374,2.313998788
Uttar Pradesh,BULANDSHAHR,2009,Kharif     ,Rice,61431,138220,2.25000407
Uttar Pradesh,BULANDSHAHR,2010,Kharif     ,Rice,74827,168885,2.257006161
Uttar Pradesh,DEORIA,2002,Kharif     ,Rice,128478,223404,1.738850231
Uttar Pradesh,DEORIA,2003,Kharif     ,Rice,130793,281680,2.153632075
Uttar Pradesh,DEORIA,2004,Kharif     ,Rice,130539,213166,1.632967925
Uttar Pradesh,DEORIA,2005,Kharif     ,Rice,130793,237128,1.813002225
Uttar Pradesh,DEORIA,2006,Kharif     ,Rice,121228,207785,1.714001716
Uttar Pradesh,DEORIA,2007,Kharif     ,Rice,129723,255814,1.972001881
Uttar Pradesh,DEORIA,2008,Kharif     ,Rice,129385,278695,2.153997759
Uttar Pradesh,DEORIA,2009,Kharif     ,Rice,118768,169244,1.424996632
Uttar Pradesh,DEORIA,2010,Kharif     ,Rice,128344,256303,1.997000249
Uttar Pradesh,ETAH,2002,Kharif     ,Rice,41099,63128,1.535998443
Uttar Pradesh,ETAH,2003,Kharif     ,Rice,36048,64971,1.802346871
Uttar Pradesh,ETAH,2004,Kharif     ,Rice,40518,82558,2.037563552
Uttar Pradesh,ETAH,2005,Kharif     ,Rice,37875,83666,2.2090033
Uttar Pradesh,ETAH,2006,Kharif     ,Rice,41564,90028,2.166009046
Uttar Pradesh,ETAH,2007,Kharif     ,Rice,30937,70784,2.288004655
Uttar Pradesh,ETAH,2008,Kharif     ,Rice,45774,101527,2.218005855
Uttar Pradesh,ETAH,2009,Kharif     ,Rice,16367,36400,2.223987292
Uttar Pradesh,ETAH,2010,Kharif     ,Rice,21823,45872,2.102002474
Uttar Pradesh,ETAWAH,2002,Kharif     ,Rice,38965,90273,2.316771462
Uttar Pradesh,ETAWAH,2003,Kharif     ,Rice,42058,98652,2.345617956
Uttar Pradesh,ETAWAH,2004,Kharif     ,Rice,44493,121859,2.738835322
Uttar Pradesh,ETAWAH,2005,Kharif     ,Rice,41868,107936,2.57800707
Uttar Pradesh,ETAWAH,2006,Kharif     ,Rice,31781,85046,2.676001384
Uttar Pradesh,ETAWAH,2007,Kharif     ,Rice,44284,113633,2.566005781
Uttar Pradesh,ETAWAH,2008,Kharif     ,Rice,45157,125040,2.769005913
Uttar Pradesh,ETAWAH,2009,Kharif     ,Rice,37865,98260,2.595008583
Uttar Pradesh,ETAWAH,2010,Kharif     ,Rice,43727,108224,2.474992568
Uttar Pradesh,FAIZABAD,2002,Kharif     ,Rice,85292,194284,2.277868968
Uttar Pradesh,FAIZABAD,2003,Kharif     ,Rice,72165,197095,2.731171621
Uttar Pradesh,FAIZABAD,2004,Kharif     ,Rice,72651,171176,2.356141003
Uttar Pradesh,FAIZABAD,2005,Kharif     ,Rice,88399,220379,2.493003315
Uttar Pradesh,FAIZABAD,2006,Kharif     ,Rice,72337,125866,1.739994747
Uttar Pradesh,FAIZABAD,2007,Kharif     ,Rice,70484,149144,2.115997957
Uttar Pradesh,FAIZABAD,2008,Kharif     ,Rice,104233,247762,2.377001525
Uttar Pradesh,FAIZABAD,2009,Kharif     ,Rice,82232,189216,2.301002043
Uttar Pradesh,FAIZABAD,2010,Kharif     ,Rice,97099,214200,2.205995942
Uttar Pradesh,FARRUKHABAD,2002,Kharif     ,Rice,9501,19468,2.049047469
Uttar Pradesh,FARRUKHABAD,2003,Kharif     ,Rice,12582,21304,1.693212526
Uttar Pradesh,FARRUKHABAD,2004,Kharif     ,Rice,15644,35859,2.292188699
Uttar Pradesh,FARRUKHABAD,2005,Kharif     ,Rice,13144,27458,2.089013999
Uttar Pradesh,FARRUKHABAD,2006,Kharif     ,Rice,14986,34108,2.275990925
Uttar Pradesh,FARRUKHABAD,2007,Kharif     ,Rice,13047,29734,2.278991339
Uttar Pradesh,FARRUKHABAD,2008,Kharif     ,Rice,14975,37048,2.473989983
Uttar Pradesh,FARRUKHABAD,2009,Kharif     ,Rice,8899,19934,2.240026969
Uttar Pradesh,FARRUKHABAD,2010,Kharif     ,Rice,14963,24075,1.60896879
Uttar Pradesh,FATEHPUR,2002,Kharif     ,Rice,69093,114885,1.66275889
Uttar Pradesh,FATEHPUR,2003,Kharif     ,Rice,85350,155333,1.819953134
Uttar Pradesh,FATEHPUR,2004,Kharif     ,Rice,86201,160017,1.856324173
Uttar Pradesh,FATEHPUR,2005,Kharif     ,Rice,71543,120765,1.688005815
Uttar Pradesh,FATEHPUR,2006,Kharif     ,Rice,80582,136425,1.692995954
Uttar Pradesh,FATEHPUR,2007,Kharif     ,Rice,84135,158258,1.881000773
Uttar Pradesh,FATEHPUR,2008,Kharif     ,Rice,79122,182139,2.302001972
Uttar Pradesh,FATEHPUR,2009,Kharif     ,Rice,61678,133410,2.16300788
Uttar Pradesh,FATEHPUR,2010,Kharif     ,Rice,63527,134105,2.110992177
Uttar Pradesh,FIROZABAD,2002,Kharif     ,Rice,13947,26639,1.910016491
Uttar Pradesh,FIROZABAD,2003,Kharif     ,Rice,13865,26784,1.931770646
Uttar Pradesh,FIROZABAD,2004,Kharif     ,Rice,14649,40988,2.79800669
Uttar Pradesh,FIROZABAD,2005,Kharif     ,Rice,14433,44381,3.074967089
Uttar Pradesh,FIROZABAD,2006,Kharif     ,Rice,14989,43963,2.933017546
Uttar Pradesh,FIROZABAD,2007,Kharif     ,Rice,16103,48905,3.037011737
Uttar Pradesh,FIROZABAD,2008,Kharif     ,Rice,18713,56176,3.001977235
Uttar Pradesh,FIROZABAD,2009,Kharif     ,Rice,16939,49513,2.923017888
Uttar Pradesh,FIROZABAD,2010,Kharif     ,Rice,19919,54976,2.759977911
Uttar Pradesh,GHAZIABAD,2002,Kharif     ,Rice,17552,41996,2.392661805
Uttar Pradesh,GHAZIABAD,2003,Kharif     ,Rice,19549,45904,2.348150801
Uttar Pradesh,GHAZIABAD,2004,Kharif     ,Rice,20309,49123,2.418779851
Uttar Pradesh,GHAZIABAD,2005,Kharif     ,Rice,21841,50584,2.316011172
Uttar Pradesh,GHAZIABAD,2006,Kharif     ,Rice,21606,49326,2.282976951
Uttar Pradesh,GHAZIABAD,2007,Kharif     ,Rice,20949,49921,2.382977708
Uttar Pradesh,GHAZIABAD,2008,Kharif     ,Rice,23436,59035,2.518987882
Uttar Pradesh,GHAZIABAD,2009,Kharif     ,Rice,22340,61368,2.747000895
Uttar Pradesh,GHAZIABAD,2010,Kharif     ,Rice,30102,76730,2.549000066
Uttar Pradesh,GHAZIPUR,2002,Kharif     ,Rice,151011,298868,1.979114104
Uttar Pradesh,GHAZIPUR,2003,Kharif     ,Rice,155599,344404,2.213407541
