,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value,X1,X2,1_B1_M,1_B1_V,1_B2_M,1_B2_V,1_B3_M,1_B3_V,1_B4_M,1_B4_V,1_B5_M,1_B5_V,1_B6_M,1_B6_V,1_B7_M,1_B7_V,1_B9_M,1_B9_V,1_B10_M,1_B10_V,2_B1_M,2_B1_V,2_B2_M,2_B2_V,2_B3_M,2_B3_V,2_B4_M,2_B4_V,2_B5_M,2_B5_V,2_B6_M,2_B6_V,2_B7_M,2_B7_V,2_B9_M,2_B9_V,2_B10_M,2_B10_V,3_B1_M,3_B1_V,3_B2_M,3_B2_V,3_B3_M,3_B3_V,3_B4_M,3_B4_V,3_B5_M,3_B5_V,3_B6_M,3_B6_V,3_B7_M,3_B7_V,3_B9_M,3_B9_V,3_B10_M,3_B10_V,4_B1_M,4_B1_V,4_B2_M,4_B2_V,4_B3_M,4_B3_V,4_B4_M,4_B4_V,4_B5_M,4_B5_V,4_B6_M,4_B6_V,4_B7_M,4_B7_V,4_B9_M,4_B9_V,4_B10_M,4_B10_V,5_B1_M,5_B1_V,5_B2_M,5_B2_V,5_B3_M,5_B3_V,5_B4_M,5_B4_V,5_B5_M,5_B5_V,5_B6_M,5_B6_V,5_B7_M,5_B7_V,5_B9_M,5_B9_V,5_B10_M,5_B10_V,6_B1_M,6_B1_V,6_B2_M,6_B2_V,6_B3_M,6_B3_V,6_B4_M,6_B4_V,6_B5_M,6_B5_V,6_B6_M,6_B6_V,6_B7_M,6_B7_V,6_B9_M,6_B9_V,6_B10_M,6_B10_V,7_B1_M,7_B1_V,7_B2_M,7_B2_V,7_B3_M,7_B3_V,7_B4_M,7_B4_V,7_B5_M,7_B5_V,7_B6_M,7_B6_V,7_B7_M,7_B7_V,7_B9_M,7_B9_V,7_B10_M,7_B10_V,8_B1_M,8_B1_V,8_B2_M,8_B2_V,8_B3_M,8_B3_V,8_B4_M,8_B4_V,8_B5_M,8_B5_V,8_B6_M,8_B6_V,8_B7_M,8_B7_V,8_B9_M,8_B9_V,8_B10_M,8_B10_V,9_B1_M,9_B1_V,9_B2_M,9_B2_V,9_B3_M,9_B3_V,9_B4_M,9_B4_V,9_B5_M,9_B5_V,9_B6_M,9_B6_V,9_B7_M,9_B7_V,9_B9_M,9_B9_V,9_B10_M,9_B10_V,10_B1_M,10_B1_V,10_B2_M,10_B2_V,10_B3_M,10_B3_V,10_B4_M,10_B4_V,10_B5_M,10_B5_V,10_B6_M,10_B6_V,10_B7_M,10_B7_V,10_B9_M,10_B9_V,10_B10_M,10_B10_V,11_B1_M,11_B1_V,11_B2_M,11_B2_V,11_B3_M,11_B3_V,11_B4_M,11_B4_V,11_B5_M,11_B5_V,11_B6_M,11_B6_V,11_B7_M,11_B7_V,11_B9_M,11_B9_V,11_B10_M,11_B10_V,12_B1_M,12_B1_V,12_B2_M,12_B2_V,12_B3_M,12_B3_V,12_B4_M,12_B4_V,12_B5_M,12_B5_V,12_B6_M,12_B6_V,12_B7_M,12_B7_V,12_B9_M,12_B9_V,12_B10_M,12_B10_V,1_B1_Mn,1_B2_Mn,1_B3_Mn,1_B4_Mn,1_B5_Mn,1_B6_Mn,1_B7_Mn,1_B9_Mn,1_B10_Mn,2_B1_Mn,2_B2_Mn,2_B3_Mn,2_B4_Mn,2_B5_Mn,2_B6_Mn,2_B7_Mn,2_B9_Mn,2_B10_Mn,3_B1_Mn,3_B2_Mn,3_B3_Mn,3_B4_Mn,3_B5_Mn,3_B6_Mn,3_B7_Mn,3_B9_Mn,3_B10_Mn,4_B1_Mn,4_B2_Mn,4_B3_Mn,4_B4_Mn,4_B5_Mn,4_B6_Mn,4_B7_Mn,4_B9_Mn,4_B10_Mn,5_B1_Mn,5_B2_Mn,5_B3_Mn,5_B4_Mn,5_B5_Mn,5_B6_Mn,5_B7_Mn,5_B9_Mn,5_B10_Mn,6_B1_Mn,6_B2_Mn,6_B3_Mn,6_B4_Mn,6_B5_Mn,6_B6_Mn,6_B7_Mn,6_B9_Mn,6_B10_Mn,7_B1_Mn,7_B2_Mn,7_B3_Mn,7_B4_Mn,7_B5_Mn,7_B6_Mn,7_B7_Mn,7_B9_Mn,7_B10_Mn,8_B1_Mn,8_B2_Mn,8_B3_Mn,8_B4_Mn,8_B5_Mn,8_B6_Mn,8_B7_Mn,8_B9_Mn,8_B10_Mn,9_B1_Mn,9_B2_Mn,9_B3_Mn,9_B4_Mn,9_B5_Mn,9_B6_Mn,9_B7_Mn,9_B9_Mn,9_B10_Mn,10_B1_Mn,10_B2_Mn,10_B3_Mn,10_B4_Mn,10_B5_Mn,10_B6_Mn,10_B7_Mn,10_B9_Mn,10_B10_Mn,11_B1_Mn,11_B2_Mn,11_B3_Mn,11_B4_Mn,11_B5_Mn,11_B6_Mn,11_B7_Mn,11_B9_Mn,11_B10_Mn,12_B1_Mn,12_B2_Mn,12_B3_Mn,12_B4_Mn,12_B5_Mn,12_B6_Mn,12_B7_Mn,12_B9_Mn,12_B10_Mn
0,Chandigarh,chandigarh,2005,kharif,Rice,50,250,5.0,400,500,88,260,67,240,70,324,70,115,71,291,109,6,57,302,111,25,728,67,85.9,91.3,70.6,82.3,71.9,111.0,73.1,62.0,74.9,78.6,127.2,17.1,54.9,69.9,144.1,57.3,710.2,376.2,90,192,75,192,78,259,74,115,64,33,100,96,53,64,94,288,752,0,73.0,36.0,63.0,25.0,66.0,28.0,74.0,19.0,68.0,4.0,132.0,57.0,52.0,2.0,154.0,211.0,710.0,211.0,131.0,3.0,105.0,0.0,107.0,12.0,69.0,12.0,99.0,12.0,141.0,1.0,75.0,88.0,169.0,5.0,728.0,1008.0,85.9,91.3,70.6,82.3,71.9,111.0,73.1,62.0,74.9,78.6,127.2,17.1,54.9,69.9,144.1,57.3,710.2,376.2,148.0,160.0,125.0,78.0,122.0,72.0,95.0,22.0,120.0,0.0,132.0,6.0,76.0,0.0,152.0,19.0,705.0,136.0,115.0,250.0,98.0,270.0,101.0,360.0,101.0,270.0,84.0,313.0,130.0,1.0,56.0,144.0,150.0,3.0,790.0,2340.0,63.0,0.0,50.0,0.0,48.0,0.0,70.0,1.0,59.0,0.0,139.0,0.0,38.0,0.0,164.0,1.0,672.0,0.0,53,8,44,8,44,32,55,2,52,16,139,1,38,52,165,2,672,0,53.0,4.0,42.0,3.0,42.0,3.0,57.0,0.0,63.0,12.0,125.0,3.0,50.0,2.0,141.0,16.0,673.0,0.0,45.0,0.0,37.0,7.0,41.0,20.0,66.0,64.0,69.0,105.0,125.0,0.0,54.0,45.0,141.0,3.0,672.0,0.0,10,10,10,10,10,10,10,10,10,,,,,,,,,,5,5,5,5,5,5,5,5,5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1,Chandigarh,chandigarh,2007,kharif,Rice,50,250,5.0,250,250,45,0,34,0,35,0,61,1,58,0,115,3,45,2,121,8,672,0,45.0,3.0,36.0,0.0,37.0,1.0,41.0,0.0,63.0,5.0,129.0,3.0,47.0,1.0,146.0,12.0,672.0,0.0,53,9,44,9,42,20,80,51,57,12,137,20,38,33,161,51,672,0,66.0,14.0,56.0,16.0,61.0,32.0,69.0,1.0,64.0,4.0,154.0,4.0,50.0,16.0,194.0,14.0,672.0,0.0,118.0,4.0,101.0,4.0,110.0,4.0,82.0,10.0,90.0,10.0,117.0,193.0,70.0,8.0,125.0,592.0,710.0,184.0,96.0,0.0,80.0,0.0,86.0,3.0,77.0,16.0,71.0,24.0,113.0,0.0,50.0,9.0,117.0,0.0,752.0,0.0,66.7272727273,9.18181818182,54.5454545455,7.81818181818,55.8181818182,16.0909090909,65.0909090909,9.90909090909,63.0,16.6363636364,129.727272727,20.4545454545,45.8181818182,18.3636363636,148.181818182,63.0,687.363636364,91.1818181818,77.0,1.0,65.0,0.0,64.0,7.0,84.0,0.0,64.0,12.0,136.0,0.0,42.0,16.0,159.0,0.0,672.0,0.0,73.0,24.0,57.0,20.0,52.0,33.0,74.0,1.0,58.0,80.0,137.0,1.0,35.0,57.0,161.0,5.0,723.0,819.0,51,9,41,12,41,39,56,1,49,16,138,1,35,45,162,9,672,0,53.0,1.0,43.0,3.0,44.0,6.0,45.0,12.0,67.0,14.0,130.0,0.0,53.0,3.0,152.0,2.0,672.0,0.0,57.0,36.0,43.0,22.0,42.0,32.0,47.0,16.0,52.0,6.0,121.0,0.0,39.0,12.0,132.0,0.0,672.0,0.0,10,10,10,10,10,10,10,10,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2,Chandigarh,chandigarh,2008,kharif,Rice,20,100,5.0,250,250,72,0,58,7,63,20,61,3,67,20,113,0,55,39,117,1,672,0,128.0,324.0,109.0,280.0,112.0,280.0,71.0,40.0,83.0,115.0,102.0,90.0,70.0,108.0,99.0,270.0,710.0,184.0,63,6,53,4,58,6,55,4,62,0,146,3,51,0,181,3,672,0,86.0,8.0,75.0,10.0,79.0,1.0,71.0,12.0,85.0,40.0,152.0,32.0,63.0,0.0,188.0,102.0,672.0,0.0,156.0,705.0,135.0,462.0,148.0,518.0,116.0,202.0,74.0,10.0,107.0,435.0,62.0,16.0,108.0,1368.0,710.0,184.0,86.3,124.9,71.0,99.2,74.0,116.1,70.5,87.3,66.2,85.2,126.9,57.0,50.1,62.7,143.6,178.3,696.1,1164.9,99.0,33.0,79.0,51.0,81.0,80.0,86.0,320.0,68.0,259.0,133.0,0.0,46.0,135.0,154.0,0.0,738.0,11233.0,86.3,124.9,71.0,99.2,74.0,116.1,70.5,87.3,66.2,85.2,126.9,57.0,50.1,62.7,143.6,178.3,696.1,1164.9,64.0,5.0,51.0,12.0,48.0,28.0,70.0,3.0,52.0,33.0,137.0,0.0,33.0,28.0,162.0,3.0,672.0,0.0,76,32,59,14,59,8,63,3,55,0,133,4,36,6,156,14,672,0,46.0,0.0,36.0,0.0,35.0,0.0,45.0,6.0,52.0,84.0,129.0,0.0,36.0,25.0,146.0,0.0,672.0,0.0,73.0,136.0,55.0,152.0,57.0,220.0,67.0,280.0,64.0,291.0,117.0,6.0,49.0,270.0,125.0,22.0,771.0,48.0,5,5,5,5,5,5,5,5,5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
3,Chandigarh,chandigarh,2009,kharif,Rice,20,100,5.0,100,250,94,51,77,51,80,57,94,88,64,28,74,3,53,33,47,12,752,0,80.5454545455,246.454545455,67.4545454545,231.818181818,71.0,283.0,76.3636363636,115.545454545,67.0909090909,11.3636363636,128.363636364,32.0,51.0909090909,15.0909090909,145.636363636,104.909090909,700.454545455,246.090909091,59,0,48,0,50,0,60,6,60,0,142,0,46,0,171,0,672,0,92.0,64.0,78.0,24.0,86.0,7.0,78.0,0.0,77.0,9.0,132.0,96.0,63.0,24.0,152.0,288.0,755.0,2163.0,73.0,6.0,63.0,4.0,69.0,8.0,71.0,12.0,75.0,3.0,161.0,3.0,60.0,0.0,204.0,12.0,672.0,0.0,74.0,1.0,65.0,0.0,74.0,0.0,78.0,4.0,79.0,3.0,158.0,6.0,61.0,1.0,202.0,14.0,672.0,0.0,71.0,3.0,60.0,12.0,61.0,39.0,77.0,1.0,72.0,45.0,151.0,9.0,52.0,64.0,187.0,39.0,672.0,0.0,96.0,64.0,81.0,33.0,80.0,16.0,99.0,304.0,76.0,33.0,126.0,51.0,49.0,3.0,141.0,145.0,703.0,304.0,112.0,2496.0,96.0,2402.0,99.0,2958.0,99.0,828.0,58.0,1.0,113.0,184.0,41.0,10.0,121.0,640.0,711.0,240.0,50,16,42,12,43,12,56,28,49,3,141,0,37,24,166,3,672,0,47.0,1.0,37.0,0.0,38.0,0.0,41.0,0.0,58.0,0.0,130.0,0.0,45.0,0.0,147.0,0.0,672.0,0.0,118.0,9.0,95.0,12.0,101.0,16.0,87.0,0.0,70.0,0.0,84.0,0.0,55.0,7.0,64.0,1.0,752.0,0.0,5,5,5,5,5,5,5,5,5,,,,,,,,,,10,10,10,10,10,10,10,10,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,Chandigarh,chandigarh,2010,kharif,Rice,20,103,5.15,100,100,208,5,181,12,201,16,215,9,177,28,94,0,133,24,83,0,752,0,84.0,0.0,63.0,0.0,64.0,0.0,71.0,28.0,66.0,1.0,127.0,5.0,51.0,7.0,142.0,9.0,672.0,0.0,67,0,54,0,54,0,58,5,56,28,139,0,43,12,164,0,672,0,63.0,0.0,53.0,1.0,57.0,9.0,66.0,1.0,64.0,12.0,158.0,1.0,51.0,24.0,199.0,5.0,672.0,0.0,94.0,6.0,79.0,0.0,89.0,0.0,71.0,1.0,92.0,12.0,161.0,12.0,73.0,0.0,205.0,32.0,672.0,0.0,78.0,20.0,68.0,12.0,76.0,24.0,80.0,45.0,76.0,0.0,153.0,5.0,60.0,9.0,189.0,12.0,672.0,0.0,91.0,20.0,73.0,16.0,70.0,16.0,80.0,1.0,62.0,9.0,125.0,0.0,39.0,7.0,139.0,0.0,790.0,5916.0,118.0,1.0,100.0,5.0,100.0,16.0,109.0,0.0,90.0,12.0,99.0,1.0,73.0,12.0,92.0,1.0,752.0,0.0,61.0,5.0,52.0,1.0,54.0,12.0,66.0,45.0,60.0,0.0,140.0,3.0,45.0,9.0,167.0,3.0,672.0,0.0,59,0,47,0,47,0,58,6,49,0,136,1,37,0,158,4,672,0,54.0,0.0,42.0,0.0,43.0,0.0,71.0,16.0,69.0,36.0,130.0,1.0,53.0,10.0,150.0,8.0,674.0,0.0,46.0,0.0,35.0,1.0,35.0,0.0,61.0,5.0,58.0,5.0,121.0,0.0,45.0,3.0,131.0,0.0,672.0,0.0,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,Haryana,ambala,2005,kharif,Rice,76540,254000,3.318526261,233000,227000,1,73,0,51,0,58,12,47,0,71,37,7,0,52,44,11,455,1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18,0,10,0,9,1,26,0,15,25,83,0,6,36,97,286,1075,0.0,21.0,0.0,14.0,0.0,17.0,0.0,21.0,0.0,20.0,34.0,59.0,0.0,11.0,55.0,70.0,382.0,392.0,95.0,11.0,79.0,13.0,85.0,27.0,56.0,3.0,99.0,9.0,120.0,14.0,73.0,16.0,147.0,23.0,597.0,74.0,18.2727272727,30.1818181818,15.1818181818,27.2727272727,15.4545454545,30.8181818182,14.1818181818,27.5454545455,13.1818181818,39.6363636364,39.7272727273,41.4545454545,8.18181818182,35.0909090909,52.6363636364,49.2727272727,369.818181818,695.636363636,86.0,155.0,75.0,176.0,72.0,184.0,41.0,142.0,37.0,260.0,33.0,45.0,17.0,258.0,41.0,50.0,483.0,420.0,16.0,14.0,13.0,8.0,13.0,5.0,29.0,8.0,7.0,5.0,54.0,35.0,0.0,2.0,69.0,42.0,467.0,1165.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,2.0,0.0,58.0,32.0,0.0,0.0,72.0,49.0,387.0,1408.0,0,18,0,16,0,27,0,18,0,26,28,67,0,24,42,89,362,447,0.0,13.0,0.0,8.0,0.0,10.0,0.0,22.0,0.0,25.0,26.0,47.0,0.0,15.0,41.0,47.0,367.0,433.0,0.0,9.0,0.0,4.0,0.0,2.0,0.0,13.0,0.0,5.0,22.0,67.0,0.0,2.0,32.0,64.0,281.0,1103.0,184,184,184,184,184,184,184,184,184,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,140,140,140,140,140,140,140,140,140,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,,,,,,,,,,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,216,216,216,216,216,216,216,216,216,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
6,Haryana,ambala,2006,kharif,Rice,75737,261000,3.446135971,254000,233000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,11.0,0.0,8.0,0.0,6.0,11.0,42.0,0.0,20.0,25.0,77.0,0.0,8.0,32.0,91.0,291.0,1047.0,2,0,0,0,1,0,16,2,8,0,59,33,0,0,74,52,393,1452,33.0,7.0,25.0,4.0,31.0,6.0,38.0,10.0,43.0,12.0,117.0,91.0,27.0,5.0,140.0,130.0,544.0,1968.0,43.0,10.0,37.0,7.0,48.0,5.0,51.0,4.0,48.0,6.0,97.0,12.0,32.0,3.0,113.0,19.0,525.0,142.0,67.0,192.0,55.0,154.0,65.0,181.0,42.0,91.0,59.0,41.0,116.0,0.0,38.0,30.0,135.0,0.0,562.0,240.0,23.0,70.0,12.0,59.0,14.0,60.0,16.0,59.0,5.0,45.0,11.0,44.0,0.0,29.0,17.0,25.0,332.0,1278.0,52.0,226.0,37.0,260.0,36.0,263.0,33.0,89.0,47.0,153.0,50.0,5.0,22.0,144.0,53.0,0.0,475.0,432.0,28.0,3.0,20.0,2.0,20.0,2.0,15.0,1.0,17.0,1.0,19.0,1.0,5.0,0.0,28.0,3.0,370.0,637.0,0,20,0,13,0,12,0,27,0,17,34,81,0,8,51,97,281,1103,0.0,12.0,0.0,7.0,0.0,7.0,0.0,16.0,0.0,25.0,52.0,35.0,0.0,11.0,67.0,40.0,447.0,277.0,1.0,17.0,0.0,12.0,0.0,14.0,16.0,20.0,4.0,37.0,46.0,60.0,0.0,27.0,53.0,73.0,386.0,768.0,32,32,32,32,32,32,32,32,32,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,108,108,108,108,108,108,108,108,108,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,140,140,140,140,140,140,140,140,140,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
7,Haryana,ambala,2007,kharif,Rice,75164,277000,3.685274866,261000,254000,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,1,359,600,29.0,11.0,19.0,5.0,17.0,4.0,38.0,20.0,37.0,19.0,96.0,126.0,21.0,6.0,105.0,150.0,574.0,4441.0,0,20,0,14,0,13,1,24,0,23,29,84,0,12,45,96,291,1047,0.0,28.0,0.0,25.0,0.0,43.0,0.0,35.0,0.0,56.0,38.0,80.0,0.0,41.0,65.0,109.0,369.0,427.0,16.0,32.0,6.0,28.0,16.0,20.0,4.0,20.0,3.0,40.0,27.0,67.0,0.0,18.0,48.0,81.0,411.0,317.0,6.0,57.0,2.0,45.0,6.0,48.0,1.0,38.0,4.0,31.0,20.0,67.0,0.0,17.0,23.0,71.0,333.0,1272.0,11.6363636364,18.9090909091,8.09090909091,14.0909090909,8.72727272727,15.1818181818,12.8181818182,20.7272727273,10.5454545455,21.9090909091,44.7272727273,59.7272727273,4.90909090909,13.0909090909,59.0,70.2727272727,400.272727273,973.818181818,57.0,0.0,48.0,0.0,44.0,0.0,68.0,4.0,44.0,0.0,106.0,13.0,22.0,0.0,121.0,21.0,550.0,199.0,20.0,20.0,14.0,12.0,13.0,8.0,29.0,31.0,13.0,15.0,62.0,49.0,3.0,6.0,79.0,56.0,411.0,640.0,0,16,0,10,0,9,0,39,0,13,33,74,0,4,50,78,288,1064,0.0,13.0,0.0,8.0,0.0,10.0,0.0,8.0,15.0,13.0,51.0,37.0,8.0,15.0,70.0,40.0,456.0,255.0,0.0,11.0,0.0,8.0,0.0,12.0,0.0,9.0,0.0,31.0,17.0,60.0,0.0,25.0,27.0,70.0,361.0,450.0,216,216,216,216,216,216,216,216,216,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,140,140,140,140,140,140,140,140,140,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,,,,,,,,,,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,140,140,140,140,140,140,140,140,140,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
8,Haryana,ambala,2008,kharif,Rice,81002,267000,3.296214908,277000,261000,43,7,32,6,25,11,56,1,37,13,92,6,20,16,93,8,570,139,63.0,1.0,51.0,1.0,49.0,1.0,36.0,4.0,40.0,0.0,14.0,69.0,23.0,1.0,15.0,86.0,469.0,226.0,0,17,0,14,0,16,0,20,0,19,27,68,0,11,43,88,368,430,54.0,1.0,47.0,2.0,54.0,4.0,25.0,14.0,46.0,13.0,52.0,87.0,30.0,15.0,79.0,133.0,482.0,198.0,67.0,0.0,63.0,0.0,74.0,0.0,72.0,0.0,17.0,34.0,24.0,125.0,12.0,28.0,50.0,178.0,494.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,85.0,1.0,72.0,1.0,77.0,8.0,70.0,39.0,58.0,4.0,115.0,5.0,31.0,0.0,130.0,10.0,656.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,23.0,0.0,25.0,7.0,35.0,0.0,36.0,37.0,80.0,0.0,17.0,52.0,99.0,312.0,936.0,21,2,6,3,7,1,1,10,0,3,27,48,0,1,38,54,415,308,0.0,9.0,0.0,5.0,0.0,5.0,0.0,16.0,0.0,20.0,54.0,26.0,0.0,7.0,71.0,22.0,456.0,255.0,14.0,1.0,0.0,0.0,6.0,0.0,20.0,2.0,17.0,1.0,40.0,9.0,0.0,0.0,48.0,13.0,464.0,1180.0,76,76,76,76,76,76,76,76,76,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,216,216,216,216,216,216,216,216,216,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,216,216,216,216,216,216,216,216,216,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0
