,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value,X1,X2,1_B1_M,1_B1_V,1_B2_M,1_B2_V,1_B3_M,1_B3_V,1_B4_M,1_B4_V,1_B5_M,1_B5_V,1_B6_M,1_B6_V,1_B7_M,1_B7_V,1_B8_M,1_B8_V,1_B9_M,1_B9_V,1_B10_M,1_B10_V,2_B1_M,2_B1_V,2_B2_M,2_B2_V,2_B3_M,2_B3_V,2_B4_M,2_B4_V,2_B5_M,2_B5_V,2_B6_M,2_B6_V,2_B7_M,2_B7_V,2_B8_M,2_B8_V,2_B9_M,2_B9_V,2_B10_M,2_B10_V,3_B1_M,3_B1_V,3_B2_M,3_B2_V,3_B3_M,3_B3_V,3_B4_M,3_B4_V,3_B5_M,3_B5_V,3_B6_M,3_B6_V,3_B7_M,3_B7_V,3_B8_M,3_B8_V,3_B9_M,3_B9_V,3_B10_M,3_B10_V,4_B1_M,4_B1_V,4_B2_M,4_B2_V,4_B3_M,4_B3_V,4_B4_M,4_B4_V,4_B5_M,4_B5_V,4_B6_M,4_B6_V,4_B7_M,4_B7_V,4_B8_M,4_B8_V,4_B9_M,4_B9_V,4_B10_M,4_B10_V,5_B1_M,5_B1_V,5_B2_M,5_B2_V,5_B3_M,5_B3_V,5_B4_M,5_B4_V,5_B5_M,5_B5_V,5_B6_M,5_B6_V,5_B7_M,5_B7_V,5_B8_M,5_B8_V,5_B9_M,5_B9_V,5_B10_M,5_B10_V,6_B1_M,6_B1_V,6_B2_M,6_B2_V,6_B3_M,6_B3_V,6_B4_M,6_B4_V,6_B5_M,6_B5_V,6_B6_M,6_B6_V,6_B7_M,6_B7_V,6_B8_M,6_B8_V,6_B9_M,6_B9_V,6_B10_M,6_B10_V,7_B1_M,7_B1_V,7_B2_M,7_B2_V,7_B3_M,7_B3_V,7_B4_M,7_B4_V,7_B5_M,7_B5_V,7_B6_M,7_B6_V,7_B7_M,7_B7_V,7_B8_M,7_B8_V,7_B9_M,7_B9_V,7_B10_M,7_B10_V,8_B1_M,8_B1_V,8_B2_M,8_B2_V,8_B3_M,8_B3_V,8_B4_M,8_B4_V,8_B5_M,8_B5_V,8_B6_M,8_B6_V,8_B7_M,8_B7_V,8_B8_M,8_B8_V,8_B9_M,8_B9_V,8_B10_M,8_B10_V,9_B1_M,9_B1_V,9_B2_M,9_B2_V,9_B3_M,9_B3_V,9_B4_M,9_B4_V,9_B5_M,9_B5_V,9_B6_M,9_B6_V,9_B7_M,9_B7_V,9_B8_M,9_B8_V,9_B9_M,9_B9_V,9_B10_M,9_B10_V,10_B1_M,10_B1_V,10_B2_M,10_B2_V,10_B3_M,10_B3_V,10_B4_M,10_B4_V,10_B5_M,10_B5_V,10_B6_M,10_B6_V,10_B7_M,10_B7_V,10_B8_M,10_B8_V,10_B9_M,10_B9_V,10_B10_M,10_B10_V,11_B1_M,11_B1_V,11_B2_M,11_B2_V,11_B3_M,11_B3_V,11_B4_M,11_B4_V,11_B5_M,11_B5_V,11_B6_M,11_B6_V,11_B7_M,11_B7_V,11_B8_M,11_B8_V,11_B9_M,11_B9_V,11_B10_M,11_B10_V,12_B1_M,12_B1_V,12_B2_M,12_B2_V,12_B3_M,12_B3_V,12_B4_M,12_B4_V,12_B5_M,12_B5_V,12_B6_M,12_B6_V,12_B7_M,12_B7_V,12_B8_M,12_B8_V,12_B9_M,12_B9_V,12_B10_M,12_B10_V,1_B1_Mn,1_B1_Vn,1_B2_Mn,1_B2_Vn,1_B3_Mn,1_B3_Vn,1_B4_Mn,1_B4_Vn,1_B5_Mn,1_B5_Vn,1_B6_Mn,1_B6_Vn,1_B7_Mn,1_B7_Vn,1_B8_Mn,1_B8_Vn,1_B9_Mn,1_B9_Vn,1_B10_Mn,1_B10_Vn,2_B1_Mn,2_B1_Vn,2_B2_Mn,2_B2_Vn,2_B3_Mn,2_B3_Vn,2_B4_Mn,2_B4_Vn,2_B5_Mn,2_B5_Vn,2_B6_Mn,2_B6_Vn,2_B7_Mn,2_B7_Vn,2_B8_Mn,2_B8_Vn,2_B9_Mn,2_B9_Vn,2_B10_Mn,2_B10_Vn,3_B1_Mn,3_B1_Vn,3_B2_Mn,3_B2_Vn,3_B3_Mn,3_B3_Vn,3_B4_Mn,3_B4_Vn,3_B5_Mn,3_B5_Vn,3_B6_Mn,3_B6_Vn,3_B7_Mn,3_B7_Vn,3_B8_Mn,3_B8_Vn,3_B9_Mn,3_B9_Vn,3_B10_Mn,3_B10_Vn,4_B1_Mn,4_B1_Vn,4_B2_Mn,4_B2_Vn,4_B3_Mn,4_B3_Vn,4_B4_Mn,4_B4_Vn,4_B5_Mn,4_B5_Vn,4_B6_Mn,4_B6_Vn,4_B7_Mn,4_B7_Vn,4_B8_Mn,4_B8_Vn,4_B9_Mn,4_B9_Vn,4_B10_Mn,4_B10_Vn,5_B1_Mn,5_B1_Vn,5_B2_Mn,5_B2_Vn,5_B3_Mn,5_B3_Vn,5_B4_Mn,5_B4_Vn,5_B5_Mn,5_B5_Vn,5_B6_Mn,5_B6_Vn,5_B7_Mn,5_B7_Vn,5_B8_Mn,5_B8_Vn,5_B9_Mn,5_B9_Vn,5_B10_Mn,5_B10_Vn,6_B1_Mn,6_B1_Vn,6_B2_Mn,6_B2_Vn,6_B3_Mn,6_B3_Vn,6_B4_Mn,6_B4_Vn,6_B5_Mn,6_B5_Vn,6_B6_Mn,6_B6_Vn,6_B7_Mn,6_B7_Vn,6_B8_Mn,6_B8_Vn,6_B9_Mn,6_B9_Vn,6_B10_Mn,6_B10_Vn,7_B1_Mn,7_B1_Vn,7_B2_Mn,7_B2_Vn,7_B3_Mn,7_B3_Vn,7_B4_Mn,7_B4_Vn,7_B5_Mn,7_B5_Vn,7_B6_Mn,7_B6_Vn,7_B7_Mn,7_B7_Vn,7_B8_Mn,7_B8_Vn,7_B9_Mn,7_B9_Vn,7_B10_Mn,7_B10_Vn,8_B1_Mn,8_B1_Vn,8_B2_Mn,8_B2_Vn,8_B3_Mn,8_B3_Vn,8_B4_Mn,8_B4_Vn,8_B5_Mn,8_B5_Vn,8_B6_Mn,8_B6_Vn,8_B7_Mn,8_B7_Vn,8_B8_Mn,8_B8_Vn,8_B9_Mn,8_B9_Vn,8_B10_Mn,8_B10_Vn,9_B1_Mn,9_B1_Vn,9_B2_Mn,9_B2_Vn,9_B3_Mn,9_B3_Vn,9_B4_Mn,9_B4_Vn,9_B5_Mn,9_B5_Vn,9_B6_Mn,9_B6_Vn,9_B7_Mn,9_B7_Vn,9_B8_Mn,9_B8_Vn,9_B9_Mn,9_B9_Vn,9_B10_Mn,9_B10_Vn,10_B1_Mn,10_B1_Vn,10_B2_Mn,10_B2_Vn,10_B3_Mn,10_B3_Vn,10_B4_Mn,10_B4_Vn,10_B5_Mn,10_B5_Vn,10_B6_Mn,10_B6_Vn,10_B7_Mn,10_B7_Vn,10_B8_Mn,10_B8_Vn,10_B9_Mn,10_B9_Vn,10_B10_Mn,10_B10_Vn,11_B1_Mn,11_B1_Vn,11_B2_Mn,11_B2_Vn,11_B3_Mn,11_B3_Vn,11_B4_Mn,11_B4_Vn,11_B5_Mn,11_B5_Vn,11_B6_Mn,11_B6_Vn,11_B7_Mn,11_B7_Vn,11_B8_Mn,11_B8_Vn,11_B9_Mn,11_B9_Vn,11_B10_Mn,11_B10_Vn,12_B1_Mn,12_B1_Vn,12_B2_Mn,12_B2_Vn,12_B3_Mn,12_B3_Vn,12_B4_Mn,12_B4_Vn,12_B5_Mn,12_B5_Vn,12_B6_Mn,12_B6_Vn,12_B7_Mn,12_B7_Vn,12_B8_Mn,12_B8_Vn,12_B9_Mn,12_B9_Vn,12_B10_Mn,12_B10_Vn
189,Punjab,amritsar,2010,kharif,Rice,186000,503000.0,2.704301075,501000.0,532000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Punjab,barnala,2009,kharif,Rice,104000,496000.0,4.769230769,485000.0,466000.0,1,57,0,35,0,25,2,200,1,69,0,0,0,28,,,0,0,1,0,10,6,6,4,0,3,59,12,23,6,81,9,3,3,,,87,11,521,146,0,10,0,7,0,4,0,39,0,11,3,67,0,3,,,12,79,294,583,3,0,4,0,13,1,9,0,20,3,62,32,9,0,,,93,71,321,848,0,27,0,19,0,26,0,15,0,30,12,98,0,28,,,33,134,312,529,0,0,0,0,0,0,0,0,0,0,36,8,0,0,,,69,29,224,301,104,54,104,54,105,55,101,51,0,0,0,0,0,0,,,0,0,433,941,5,0,0,0,0,0,19,1,0,0,33,5,0,0,,,46,10,408,836,0,12,0,7,0,5,0,35,0,10,1,81,0,2,,,12,101,311,532,0,15,0,10,0,12,0,21,0,12,33,54,0,4,,,51,62,386,409,19,50,7,38,9,33,1,23,9,15,40,78,3,13,,,58,86,338,917,0,10,0,6,0,5,0,12,0,10,31,44,0,7,,,46,45,394,387,45,,45,,45,,45,,45,,45,,45,,,,45,,45,,156,,156,,156,,156,,156,,156,,156,,,,156,,156,,246,,246,,246,,246,,246,,246,,246,,,,246,,246,,123,,123,,123,,123,,123,,123,,123,,,,123,,123,,246,,246,,246,,246,,246,,246,,246,,,,246,,246,,168,,168,,168,,168,,168,,168,,168,,,,168,,168,,201,,201,,201,,201,,201,,201,,201,,,,201,,201,,201,,201,,201,,201,,201,,201,,201,,,,201,,201,,246,,246,,246,,246,,246,,246,,246,,,,246,,246,,201,,201,,201,,201,,201,,201,,201,,,,201,,201,,123,,123,,123,,123,,123,,123,,123,,,,123,,123,,201,,201,,201,,201,,201,,201,,201,,,,201,,201,
191,Punjab,barnala,2010,kharif,Rice,105000,465000.0,4.428571429,496000.0,485000.0,74,16,61,12,71,10,81,18,74,15,29,7,51,17,,,23,4,369,1125,0,0,0,0,0,0,10,0,0,6,21,50,0,0,,,27,54,387,748,0,16,0,8,0,5,20,49,0,10,37,64,0,3,,,48,70,339,912,6,36,7,29,21,29,15,28,31,32,72,78,15,37,,,108,98,335,934,0,42,0,35,0,45,0,26,0,36,24,81,0,30,,,52,106,293,586,10,42,8,35,12,45,6,52,15,46,55,78,9,31,,,81,96,329,967,4,1036,4,736,4,871,3,547,3,441,0,0,2,309,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,26,5,0,0,41,14,0,0,,,58,28,337,934,0,14,0,8,0,7,0,14,0,11,11,68,0,4,,,22,85,302,559,0,0,0,0,0,0,0,0,0,13,9,59,0,0,,,22,65,295,356,0,11,0,7,0,5,0,33,0,16,28,39,0,6,,,39,35,383,418,123,,123,,123,,123,,123,,123,,123,,,,123,,123,,201,,201,,201,,201,,201,,201,,201,,,,201,,201,,123,,123,,123,,123,,123,,123,,123,,,,123,,123,,123,,123,,123,,123,,123,,123,,123,,,,123,,123,,246,,246,,246,,246,,246,,246,,246,,,,246,,246,,123,,123,,123,,123,,123,,123,,123,,,,123,,123,,45,,45,,45,,45,,45,,45,,45,,,,45,,45,,45,,45,,45,,45,,45,,45,,45,,,,45,,45,,123,,123,,123,,123,,123,,123,,123,,,,123,,123,,246,,246,,246,,246,,246,,246,,246,,,,246,,246,,246,,246,,246,,246,,246,,246,,246,,,,246,,246,,201,,201,,201,,201,,201,,201,,201,,,,201,,201,
192,Punjab,bathinda,2004,kharif,Rice,102000,415000.0,4.068627451,419000.0,367000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,23,1,16,0,26,2,22,1,31,2,83,20,17,0,,,114,38,493,705,30,2,29,2,41,5,29,2,38,4,104,31,29,2,,,149,64,489,689,39,4,35,3,42,5,37,4,29,2,56,9,18,1,,,18,1,526,798,76,33,67,26,67,26,63,23,59,20,71,29,36,7,,,85,42,616,2177,23,1,18,1,12,0,55,9,25,1,81,19,4,0,,,103,31,519,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,66,12,51,7,50,7,48,6,48,6,51,7,27,2,,,40,4,570,942,24,3,15,1,19,2,31,5,45,12,86,43,36,7,,,105,63,552,1750,23,3,17,1,18,2,29,5,41,10,84,41,28,4,,,99,57,552,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,,,2,,2,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,6,,6,,6,,6,,6,,6,,6,,,,6,,6,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,
193,Punjab,bathinda,2005,kharif,Rice,95000,385000.0,4.052631579,415000.0,419000.0,59,20,42,10,35,7,46,12,32,6,65,24,18,2,,,69,27,560,1800,26,4,17,1,10,0,48,13,20,2,66,25,7,0,,,73,31,534,1657,28,4,23,3,20,2,49,14,24,3,82,38,12,0,,,99,56,543,1674,40,4,38,4,44,5,43,5,27,2,24,1,15,0,,,0,0,519,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,93,51,88,46,102,61,49,14,98,56,117,80,78,36,,,154,139,564,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,107,66,85,42,72,30,63,23,66,25,81,38,32,6,,,102,60,611,2142,48,6,35,3,28,2,66,13,41,5,62,11,18,1,,,78,18,561,918,17,0,9,0,11,0,30,2,23,1,76,17,5,0,,,103,31,493,701,17,0,10,0,10,0,13,0,38,4,74,16,21,1,,,95,26,508,744,41,5,31,2,29,2,47,6,52,8,50,7,38,4,,,46,6,578,968,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,178,,178,,178,,178,,178,,178,,178,,,,178,,178,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,4,,4,,4,,4,,4,,4,,4,,,,4,,4,,172,,172,,172,,172,,172,,172,,172,,,,172,,172,,4,,4,,4,,4,,4,,4,,4,,,,4,,4,,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,
194,Punjab,bathinda,2006,kharif,Rice,87000,358000.0,4.114942529,385000.0,415000.0,12,0,7,0,9,0,29,2,17,0,60,10,4,0,,,65,12,529,811,14,0,8,0,6,0,24,1,22,1,72,15,5,0,,,76,17,538,844,34,6,29,5,29,5,45,12,30,5,81,38,17,1,,,105,63,537,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,49,14,47,13,60,21,44,11,59,20,103,61,47,13,,,140,112,540,1675,45,6,41,5,50,7,33,3,45,6,56,9,33,3,,,22,1,517,771,45,6,38,4,41,5,41,5,18,1,76,17,0,0,,,96,27,537,841,53,9,48,6,44,4,71,12,59,13,80,13,30,4,,,96,13,571,57,54,8,42,5,34,3,61,11,28,2,69,14,0,0,,,83,20,588,1002,20,1,14,0,15,0,31,2,26,2,87,22,10,0,,,114,38,507,745,20,1,10,0,11,0,13,0,36,3,74,16,23,1,,,97,27,516,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,6,,6,,6,,6,,6,,6,,6,,,,6,,6,,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,4,,4,,4,,4,,4,,4,,4,,,,4,,4,
195,Punjab,bathinda,2007,kharif,Rice,86000,368000.0,4.279069767,358000.0,385000.0,10,0,4,0,5,0,29,2,18,1,54,8,6,0,,,58,10,538,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,127,94,105,64,113,74,91,48,25,3,39,9,17,1,,,0,0,626,2273,38,4,28,2,28,2,29,2,30,2,69,14,13,0,,,91,24,508,744,43,5,34,3,49,7,36,3,51,7,75,16,34,3,,,103,31,542,847,67,13,58,10,61,11,49,7,42,5,54,8,25,1,,,32,3,594,1023,77,35,63,23,63,23,58,20,42,10,57,19,26,4,,,43,11,638,2388,51,7,40,4,31,2,65,12,36,3,38,4,14,0,,,31,2,601,1053,59,10,53,8,48,6,64,12,29,2,52,8,3,0,,,17,0,581,984,23,1,17,0,19,1,32,3,25,1,88,22,10,0,,,118,40,516,772,23,1,11,0,12,0,7,0,33,3,72,15,22,1,,,94,25,609,1069,59,10,43,5,35,3,6,0,28,2,52,8,11,0,,,54,8,570,936,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,4,,4,,4,,4,,4,,4,,4,,,,4,,4,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,172,,172,,172,,172,,172,,172,,172,,,,172,,172,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,
196,Punjab,bathinda,2008,kharif,Rice,97000,427000.0,4.402061856,368000.0,358000.0,43,5,31,2,25,1,50,7,31,2,24,1,15,0,,,1,0,572,943,24,3,15,1,16,1,36,7,36,7,73,31,18,2,,,82,39,547,1718,14,0,4,0,1,0,35,3,6,0,74,16,0,0,,,92,24,503,729,36,7,32,6,43,11,39,9,52,15,106,65,33,6,,,141,114,553,1756,63,23,56,18,70,28,47,13,63,23,92,49,50,14,,,114,76,552,1770,71,15,60,10,61,11,50,7,24,1,59,10,14,0,,,62,11,581,984,42,10,36,7,37,8,58,20,36,7,96,54,21,2,,,120,84,554,1783,40,9,31,5,26,4,75,33,39,9,96,54,17,1,,,116,79,568,1895,22,1,15,0,10,0,56,9,21,1,85,21,2,0,,,108,34,515,769,23,1,17,0,22,1,30,2,27,2,91,24,10,0,,,120,42,527,805,26,2,16,0,17,0,13,0,35,3,71,14,21,1,,,90,23,531,813,39,4,29,2,24,1,49,7,45,6,51,7,26,2,,,47,6,574,950,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,176,,176,,176,,176,,176,,176,,176,,,,176,,176,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,172,,172,,172,,172,,172,,172,,172,,,,172,,172,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,
197,Punjab,bathinda,2009,kharif,Rice,104000,476000.0,4.576923077,427000.0,368000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,16,0,8,0,1,0,41,5,21,1,69,14,2,0,,,79,18,534,832,15,0,6,0,6,0,38,4,12,0,76,17,3,0,,,91,24,532,816,47,13,44,11,62,22,52,16,67,26,116,78,50,14,,,160,148,546,1732,34,3,30,2,41,5,27,2,38,4,98,28,31,2,,,130,49,530,810,42,10,40,9,51,15,43,10,56,18,119,80,47,12,,,169,162,534,1620,140,57,121,43,129,48,102,30,33,3,1,0,25,1,,,0,0,599,1040,36,3,30,2,21,1,49,7,24,1,72,15,7,0,,,93,25,536,833,20,1,11,0,10,0,49,7,21,1,78,17,5,0,,,102,30,514,762,31,2,19,1,22,1,27,2,23,1,86,22,7,0,,,112,37,518,783,67,26,49,14,49,14,41,10,42,10,84,41,31,5,,,98,56,625,2266,21,1,11,0,14,0,22,1,32,3,78,18,21,1,,,97,27,526,802,2,,2,,2,,2,,2,,2,,2,,,,2,,2,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,178,,178,,178,,178,,178,,178,,178,,,,178,,178,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,344,,344,,344,,344,,344,,344,,344,,,,344,,344,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,
198,Punjab,bathinda,2010,kharif,Rice,107000,437000.0,4.08411215,476000.0,427000.0,133,103,108,68,124,89,140,114,126,92,57,19,98,56,,,50,14,621,2237,18,1,8,0,6,0,45,6,20,1,61,11,3,0,,,67,13,536,833,23,3,19,2,18,2,57,19,23,3,83,40,10,0,,,97,55,559,1815,47,13,44,11,58,20,54,17,66,25,115,77,49,14,,,159,147,540,1694,35,3,32,3,42,5,32,3,46,6,97,27,36,3,,,139,56,497,712,55,18,51,15,57,19,50,14,58,20,104,63,46,12,,,142,117,543,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,30,5,23,3,22,3,70,28,33,6,94,51,15,1,,,116,78,542,1707,19,1,14,0,12,0,35,3,17,0,84,20,5,0,,,109,34,534,822,14,0,7,0,12,0,18,1,20,1,82,19,9,0,,,104,31,563,914,17,0,7,0,9,0,23,1,30,2,68,13,16,0,,,83,20,511,757,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,4,,4,,4,,4,,4,,4,,4,,,,4,,4,,2,,2,,2,,2,,2,,2,,2,,,,2,,2,,174,,174,,174,,174,,174,,174,,174,,,,174,,174,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,348,,348,,348,,348,,348,,348,,348,,,,348,,348,,346,,346,,346,,346,,346,,346,,346,,,,346,,346,
199,Punjab,faridkot,2004,kharif,Rice,88000,337000.0,3.829545455,308000.0,280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,19,21,25,39,19,36,27,59,76,57,15,36,,,108,80,475,264,27,49,20,46,36,45,16,16,42,37,90,19,33,25,,,127,14,458,312,28,13,21,9,31,3,20,3,20,0,66,24,12,0,,,84,21,465,560,66,6,56,5,62,2,57,16,49,6,71,48,32,2,,,86,53,556,529,29,9,21,8,18,7,42,40,23,14,74,28,5,7,,,92,34,509,181,,,,,,,,,,,,,,,,,,,,,62,1,49,1,50,3,37,7,37,11,51,49,23,7,,,61,64,485,238,26,14,18,9,19,9,32,19,39,14,80,37,31,5,,,99,42,487,648,23,10,15,9,17,5,33,16,35,10,81,28,28,4,,,96,28,508,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,74,,74,,74,,74,,74,,74,,74,,,,74,,74,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,,,,,,,,,,,,,,,,,,,,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,74,,74,,74,,74,,74,,74,,74,,,,74,,74,,74,,74,,74,,74,,74,,74,,74,,,,74,,74,
200,Punjab,faridkot,2005,kharif,Rice,86000,339000.0,3.941860465,337000.0,308000.0,102,14,85,17,88,36,82,2,62,9,61,36,45,9,,,62,42,559,175,20,7,14,4,10,3,51,35,18,5,64,36,6,2,,,69,36,472,551,25,10,19,7,19,4,42,24,22,5,82,31,13,1,,,97,33,508,372,85,100,76,70,86,89,69,41,25,44,29,1,12,46,,,27,4,480,518,,,,,,,,,,,,,,,,,,,,,73,21,66,14,76,14,38,5,75,12,97,37,59,11,,,132,36,464,595,,,,,,,,,,,,,,,,,,,,,83,24,66,22,61,31,57,16,64,60,89,35,34,53,,,109,40,538,246,51,0,42,0,35,0,60,10,42,3,60,52,18,2,,,79,71,517,164,15,11,10,8,15,6,27,1,23,3,73,31,7,4,,,95,34,475,264,11,25,5,20,5,25,6,13,23,25,70,31,15,13,,,89,37,478,256,41,0,30,0,32,0,52,0,52,2,42,54,38,4,,,46,74,514,170,74,,74,,74,,74,,74,,74,,74,,,,74,,74,,74,,74,,74,,74,,74,,74,,74,,,,74,,74,,74,,74,,74,,74,,74,,74,,74,,,,74,,74,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,,,,,,,,,,,,,,,,,,,,,74,,74,,74,,74,,74,,74,,74,,,,74,,74,,,,,,,,,,,,,,,,,,,,,,74,,74,,74,,74,,74,,74,,74,,,,74,,74,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,,148,,148,,148,,148,,148,,148,,148,,,,148,,148,
