,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value,X1,X2,1_B1_M,1_B1_V,1_B2_M,1_B2_V,1_B3_M,1_B3_V,1_B4_M,1_B4_V,1_B5_M,1_B5_V,1_B6_M,1_B6_V,1_B7_M,1_B7_V,1_B8_M,1_B8_V,1_B9_M,1_B9_V,1_B10_M,1_B10_V,2_B1_M,2_B1_V,2_B2_M,2_B2_V,2_B3_M,2_B3_V,2_B4_M,2_B4_V,2_B5_M,2_B5_V,2_B6_M,2_B6_V,2_B7_M,2_B7_V,2_B8_M,2_B8_V,2_B9_M,2_B9_V,2_B10_M,2_B10_V,3_B1_M,3_B1_V,3_B2_M,3_B2_V,3_B3_M,3_B3_V,3_B4_M,3_B4_V,3_B5_M,3_B5_V,3_B6_M,3_B6_V,3_B7_M,3_B7_V,3_B8_M,3_B8_V,3_B9_M,3_B9_V,3_B10_M,3_B10_V,4_B1_M,4_B1_V,4_B2_M,4_B2_V,4_B3_M,4_B3_V,4_B4_M,4_B4_V,4_B5_M,4_B5_V,4_B6_M,4_B6_V,4_B7_M,4_B7_V,4_B8_M,4_B8_V,4_B9_M,4_B9_V,4_B10_M,4_B10_V,5_B1_M,5_B1_V,5_B2_M,5_B2_V,5_B3_M,5_B3_V,5_B4_M,5_B4_V,5_B5_M,5_B5_V,5_B6_M,5_B6_V,5_B7_M,5_B7_V,5_B8_M,5_B8_V,5_B9_M,5_B9_V,5_B10_M,5_B10_V,6_B1_M,6_B1_V,6_B2_M,6_B2_V,6_B3_M,6_B3_V,6_B4_M,6_B4_V,6_B5_M,6_B5_V,6_B6_M,6_B6_V,6_B7_M,6_B7_V,6_B8_M,6_B8_V,6_B9_M,6_B9_V,6_B10_M,6_B10_V,7_B1_M,7_B1_V,7_B2_M,7_B2_V,7_B3_M,7_B3_V,7_B4_M,7_B4_V,7_B5_M,7_B5_V,7_B6_M,7_B6_V,7_B7_M,7_B7_V,7_B8_M,7_B8_V,7_B9_M,7_B9_V,7_B10_M,7_B10_V,8_B1_M,8_B1_V,8_B2_M,8_B2_V,8_B3_M,8_B3_V,8_B4_M,8_B4_V,8_B5_M,8_B5_V,8_B6_M,8_B6_V,8_B7_M,8_B7_V,8_B8_M,8_B8_V,8_B9_M,8_B9_V,8_B10_M,8_B10_V,9_B1_M,9_B1_V,9_B2_M,9_B2_V,9_B3_M,9_B3_V,9_B4_M,9_B4_V,9_B5_M,9_B5_V,9_B6_M,9_B6_V,9_B7_M,9_B7_V,9_B8_M,9_B8_V,9_B9_M,9_B9_V,9_B10_M,9_B10_V,10_B1_M,10_B1_V,10_B2_M,10_B2_V,10_B3_M,10_B3_V,10_B4_M,10_B4_V,10_B5_M,10_B5_V,10_B6_M,10_B6_V,10_B7_M,10_B7_V,10_B8_M,10_B8_V,10_B9_M,10_B9_V,10_B10_M,10_B10_V,11_B1_M,11_B1_V,11_B2_M,11_B2_V,11_B3_M,11_B3_V,11_B4_M,11_B4_V,11_B5_M,11_B5_V,11_B6_M,11_B6_V,11_B7_M,11_B7_V,11_B8_M,11_B8_V,11_B9_M,11_B9_V,11_B10_M,11_B10_V,12_B1_M,12_B1_V,12_B2_M,12_B2_V,12_B3_M,12_B3_V,12_B4_M,12_B4_V,12_B5_M,12_B5_V,12_B6_M,12_B6_V,12_B7_M,12_B7_V,12_B8_M,12_B8_V,12_B9_M,12_B9_V,12_B10_M,12_B10_V,1_B1_Mn,1_B1_Vn,1_B2_Mn,1_B2_Vn,1_B3_Mn,1_B3_Vn,1_B4_Mn,1_B4_Vn,1_B5_Mn,1_B5_Vn,1_B6_Mn,1_B6_Vn,1_B7_Mn,1_B7_Vn,1_B8_Mn,1_B8_Vn,1_B9_Mn,1_B9_Vn,1_B10_Mn,1_B10_Vn,2_B1_Mn,2_B1_Vn,2_B2_Mn,2_B2_Vn,2_B3_Mn,2_B3_Vn,2_B4_Mn,2_B4_Vn,2_B5_Mn,2_B5_Vn,2_B6_Mn,2_B6_Vn,2_B7_Mn,2_B7_Vn,2_B8_Mn,2_B8_Vn,2_B9_Mn,2_B9_Vn,2_B10_Mn,2_B10_Vn,3_B1_Mn,3_B1_Vn,3_B2_Mn,3_B2_Vn,3_B3_Mn,3_B3_Vn,3_B4_Mn,3_B4_Vn,3_B5_Mn,3_B5_Vn,3_B6_Mn,3_B6_Vn,3_B7_Mn,3_B7_Vn,3_B8_Mn,3_B8_Vn,3_B9_Mn,3_B9_Vn,3_B10_Mn,3_B10_Vn,4_B1_Mn,4_B1_Vn,4_B2_Mn,4_B2_Vn,4_B3_Mn,4_B3_Vn,4_B4_Mn,4_B4_Vn,4_B5_Mn,4_B5_Vn,4_B6_Mn,4_B6_Vn,4_B7_Mn,4_B7_Vn,4_B8_Mn,4_B8_Vn,4_B9_Mn,4_B9_Vn,4_B10_Mn,4_B10_Vn,5_B1_Mn,5_B1_Vn,5_B2_Mn,5_B2_Vn,5_B3_Mn,5_B3_Vn,5_B4_Mn,5_B4_Vn,5_B5_Mn,5_B5_Vn,5_B6_Mn,5_B6_Vn,5_B7_Mn,5_B7_Vn,5_B8_Mn,5_B8_Vn,5_B9_Mn,5_B9_Vn,5_B10_Mn,5_B10_Vn,6_B1_Mn,6_B1_Vn,6_B2_Mn,6_B2_Vn,6_B3_Mn,6_B3_Vn,6_B4_Mn,6_B4_Vn,6_B5_Mn,6_B5_Vn,6_B6_Mn,6_B6_Vn,6_B7_Mn,6_B7_Vn,6_B8_Mn,6_B8_Vn,6_B9_Mn,6_B9_Vn,6_B10_Mn,6_B10_Vn,7_B1_Mn,7_B1_Vn,7_B2_Mn,7_B2_Vn,7_B3_Mn,7_B3_Vn,7_B4_Mn,7_B4_Vn,7_B5_Mn,7_B5_Vn,7_B6_Mn,7_B6_Vn,7_B7_Mn,7_B7_Vn,7_B8_Mn,7_B8_Vn,7_B9_Mn,7_B9_Vn,7_B10_Mn,7_B10_Vn,8_B1_Mn,8_B1_Vn,8_B2_Mn,8_B2_Vn,8_B3_Mn,8_B3_Vn,8_B4_Mn,8_B4_Vn,8_B5_Mn,8_B5_Vn,8_B6_Mn,8_B6_Vn,8_B7_Mn,8_B7_Vn,8_B8_Mn,8_B8_Vn,8_B9_Mn,8_B9_Vn,8_B10_Mn,8_B10_Vn,9_B1_Mn,9_B1_Vn,9_B2_Mn,9_B2_Vn,9_B3_Mn,9_B3_Vn,9_B4_Mn,9_B4_Vn,9_B5_Mn,9_B5_Vn,9_B6_Mn,9_B6_Vn,9_B7_Mn,9_B7_Vn,9_B8_Mn,9_B8_Vn,9_B9_Mn,9_B9_Vn,9_B10_Mn,9_B10_Vn,10_B1_Mn,10_B1_Vn,10_B2_Mn,10_B2_Vn,10_B3_Mn,10_B3_Vn,10_B4_Mn,10_B4_Vn,10_B5_Mn,10_B5_Vn,10_B6_Mn,10_B6_Vn,10_B7_Mn,10_B7_Vn,10_B8_Mn,10_B8_Vn,10_B9_Mn,10_B9_Vn,10_B10_Mn,10_B10_Vn,11_B1_Mn,11_B1_Vn,11_B2_Mn,11_B2_Vn,11_B3_Mn,11_B3_Vn,11_B4_Mn,11_B4_Vn,11_B5_Mn,11_B5_Vn,11_B6_Mn,11_B6_Vn,11_B7_Mn,11_B7_Vn,11_B8_Mn,11_B8_Vn,11_B9_Mn,11_B9_Vn,11_B10_Mn,11_B10_Vn,12_B1_Mn,12_B1_Vn,12_B2_Mn,12_B2_Vn,12_B3_Mn,12_B3_Vn,12_B4_Mn,12_B4_Vn,12_B5_Mn,12_B5_Vn,12_B6_Mn,12_B6_Vn,12_B7_Mn,12_B7_Vn,12_B8_Mn,12_B8_Vn,12_B9_Mn,12_B9_Vn,12_B10_Mn,12_B10_Vn
370,Rajasthan,udaipur,2005,kharif,Rice,5785,4477.0,0.773898012,4165.0,6070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Rajasthan,udaipur,2006,kharif,Rice,6175,5725.0,0.927125506,4477.0,4165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Rajasthan,udaipur,2007,kharif,Rice,5759,4256.0,0.73901719,5725.0,4477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Rajasthan,udaipur,2008,kharif,Rice,3689,2013.0,0.545676335,4256.0,5725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Rajasthan,udaipur,2009,kharif,Rice,4253,2594.0,0.609922408,2013.0,4256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Rajasthan,udaipur,2010,kharif,Rice,4881,5269.0,1.079491907,2594.0,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Uttar Pradesh,agra,2004,kharif,Rice,1097,2575.0,2.347310848,1436.0,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,1,302,231,0,0,0,0,14,1,0,0,20,2,48,12,5,0,,,73,27,369,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,0,319,258,0,0,0,0,0,0,0,0,12,0,48,12,0,0,,,67,23,356,646,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,332,279,0,0,0,0,0,0,0,0,0,0,40,8,0,0,,,61,19,369,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,314,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,325,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,,,,,,,,,,,,,,,,,,,,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,
377,Uttar Pradesh,agra,2005,kharif,Rice,1021,2314.0,2.266405485,2575.0,1436.0,0,0,0,0,0,0,3,0,0,0,23,2,0,0,,,27,3,339,586,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,320,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,340,293,0,0,0,0,7,0,0,0,21,2,67,23,8,0,,,99,50,386,760,0,0,0,0,0,0,0,0,1,0,14,0,0,0,,,55,7,320,259,0,0,0,0,14,1,0,0,20,2,52,14,7,0,,,87,39,368,691,89,41,87,39,95,46,47,11,85,37,8,0,36,6,,,7,0,404,836,25,3,14,1,18,1,14,1,1,0,1,0,0,0,,,0,0,405,840,42,9,28,4,26,3,10,0,40,8,41,8,5,0,,,54,15,426,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,1,342,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,319,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,323,264,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,
378,Uttar Pradesh,agra,2006,kharif,Rice,1086,2056.0,1.893186004,2314.0,2575.0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,,,31,5,347,614,0,0,0,0,0,0,0,0,0,0,45,10,0,0,,,59,18,383,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,322,263,34,6,26,3,45,10,1,0,63,20,59,18,45,10,,,92,43,393,788,30,4,29,4,52,14,0,0,68,24,54,15,44,10,,,78,31,374,713,23,2,18,1,40,8,0,0,56,16,50,13,30,4,,,84,36,365,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,368,343,0,0,0,0,0,0,9,0,0,0,37,7,0,0,,,50,13,394,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,329,274,0,0,0,0,0,0,0,0,0,0,46,11,0,0,,,72,27,361,665,0,0,0,0,0,0,0,0,5,0,38,7,0,0,,,58,17,361,665,0,0,0,0,0,0,2,0,0,0,34,6,0,0,,,43,9,388,768,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,
379,Uttar Pradesh,agra,2007,kharif,Rice,1395,2763.0,1.980645161,2056.0,2314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,358,325,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,330,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,0,319,258,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,31,2,321,261,2,0,0,0,16,1,2,0,22,2,53,14,2,0,,,80,33,378,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,339,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,0,312,247,0,0,0,0,0,0,0,0,12,0,41,8,0,0,,,63,20,362,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,310,243,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,,,,,,,,,,,,,,,,,,,,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,
380,Uttar Pradesh,agra,2008,kharif,Rice,4176,9183.0,2.198994253,2763.0,2056.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,319,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,0,317,255,0,0,0,0,1,0,0,0,18,1,61,19,3,0,,,95,46,359,657,14,1,12,0,28,4,0,0,37,7,36,6,13,0,,,50,13,355,643,0,0,0,0,17,1,6,0,25,3,45,10,3,0,,,63,20,373,710,62,20,51,13,51,13,28,4,49,12,33,5,8,0,,,43,9,433,960,0,0,0,0,0,0,0,0,0,0,31,5,0,0,,,44,10,377,725,0,0,0,0,0,0,0,0,0,0,42,9,0,0,,,64,21,360,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,0,308,240,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,29,4,0,0,,,40,8,345,607,,,,,,,,,,,,,,,,,,,,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,,,,,,,,,,,,,,,,,,,,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,
381,Uttar Pradesh,agra,2009,kharif,Rice,4816,8467.0,1.758098007,9183.0,2763.0,0,0,0,0,0,0,7,0,0,0,29,4,0,0,,,36,6,377,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,305,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9,0,315,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,313,248,10,0,8,0,20,1,10,0,0,0,0,0,0,0,,,0,0,328,273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,36,3,323,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,44,10,0,0,,,64,21,372,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,325,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,313,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,317,255,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,
382,Uttar Pradesh,agra,2010,kharif,Rice,4342,9413.0,2.167894979,8467.0,9183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,351,312,0,0,0,0,0,0,14,1,0,0,35,6,0,0,,,47,11,382,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,316,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,7,0,21,1,0,0,19,1,0,0,0,0,,,0,0,351,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,42,87,39,91,42,70,25,39,8,0,0,13,0,,,0,0,413,874,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,30,4,0,0,,,39,8,367,687,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,,394,,394,,394,,394,,394,,394,,,,394,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,,,,,,,,,,,,,,,,,,,,,,197,,197,,197,,197,,197,,197,,197,,,,197,,197,
383,Uttar Pradesh,aligarh,2004,kharif,Rice,38381,86421.0,2.251660978,63252.0,45992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,0,25,0,31,0,36,0,46,39,106,0,27,,,58,141,254,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,237,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,292,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,276,122,20,1,8,0,15,0,0,0,0,0,0,0,0,0,,,0,0,399,512,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,285,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11,0,362,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,278,124,16,0,3,0,7,0,0,0,0,0,0,0,0,0,,,0,0,377,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,118,,118,,118,,118,,118,,118,,,,118,,118,,618,,618,,618,,618,,618,,618,,618,,,,618,,618,,430,,430,,430,,430,,430,,430,,430,,,,430,,430,,620,,620,,620,,620,,620,,620,,620,,,,620,,620,,312,,312,,312,,312,,312,,312,,312,,,,312,,312,,,,,,,,,,,,,,,,,,,,,,620,,620,,620,,620,,620,,620,,620,,,,620,,620,,310,,310,,310,,310,,310,,310,,310,,,,310,,310,,620,,620,,620,,620,,620,,620,,620,,,,620,,620,,500,,500,,500,,500,,500,,500,,500,,,,500,,500,
